Name,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
IMG_9844.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9844_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80015311,-65.70070197,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9845.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9845_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80015957,-65.70069649,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9846.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9846_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80016984,-65.70068621,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9847.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9847_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80019743,-65.70066762,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9848.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9848_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80021181,-65.70065939,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9849.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9849_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80023326,-65.70065358,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9850.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9850_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80027995,-65.70075383,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9851.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9851_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80030158,-65.70076799,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9852.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9852_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80032113,-65.70078475,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9853.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9853_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80032424,-65.70078805,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9854.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9854_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80032801,-65.70078973,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9855.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9855_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,vertical,no,45,-44.8003987,-65.70084742,5.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9856.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9856_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,vertical,no,45,-44.80041468,-65.70087005,5.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9857.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9857_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,vertical,no,45,-44.8004206,-65.70087207,5.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9858.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9858_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,vertical,no,45,-44.80043845,-65.70086162,5.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9859.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9859_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,vertical,no,45,-44.80044254,-65.70085602,5.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9860.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9860_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.8004074,-65.70089309,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9861.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9861_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80040423,-65.7009073,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9862.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9862_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.8003869,-65.70096044,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9863.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9863_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80036832,-65.7009786,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9864.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9864_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80034919,-65.7010028,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
IMG_9865.jpg,2022-10-12,Isla de los Estados,Isla de los Estados,Hoppner II,horizontal,no,45,-54.77282247,-64.41245843,6,Canon EOS REBEL SL1,Gonzalo Bravo/Maria Bagur,good,two,25x25cm,no,Costa Patagonica
IMG_9865_patagonia.jpg,2021-03-26,Golfo San Jorge,Camarones,Camarones II,horizontal,no,45,-44.80029378,-65.70115113,4.5,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Costa Patagonica
