timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20181130T2300,8.832913,10.11457,0.0,0.004773736,9.07,9.04,-1.11,-0.77,-11.54,-11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0000,7.722914,10.12457,0.0,0.005190412,9.01,9.17,-0.75,-0.67,-11.98,-11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0100,6.802914,9.924569,0.0,0.0,8.69,9.09,-0.21,-1.0,-12.47,-11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0200,6.0429144,9.57457,0.0,0.0,8.27,8.86,-0.19,-0.63,-12.69,-12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0300,5.3329144,9.28457,0.0,0.0,8.24,8.72,-0.23,-0.84,-12.81,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0400,4.6429143,8.924569,0.0,0.0,8.17,8.53,-0.19,-0.79,-12.7,-12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0500,4.082914,8.61457,0.0,0.0,7.95,8.49,-0.3,-1.05,-12.71,-12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T0600,4.1829143,8.754569,0.0,0.0,7.79,8.69,-0.67,-1.38,-12.66,-12.57,25.0,27.25,5.34,7.12,3.1208522,3.7562492,2.219148,3.3637507
20181201T0700,7.0229144,10.87457,0.0,0.036440413,7.63,8.71,-0.84,-1.63,-12.48,-12.32,60.0,60.0,123.71,130.83,66.67956,70.694046,57.03044,60.135956
20181201T0800,10.842914,12.054569,0.0351214,0.08560705,7.83,9.09,-0.96,-1.73,-12.31,-11.91,60.0,60.0,307.05,315.06,175.40202,180.45169,131.64796,134.6083
20181201T0900,14.432914,13.57457,0.18470474,0.1489404,11.06,10.04,0.3,-0.07,-10.21,-10.25,60.0,60.0,495.72998,502.85,298.79135,303.85666,196.93863,198.99335
20181201T1000,16.052914,14.804569,0.25220475,0.20019038,12.28,10.87,0.37,0.0,-10.15,-10.3,60.0,60.0,666.61,673.73,420.82782,426.30157,245.78218,247.42839
20181201T1100,17.212915,15.754569,0.30053815,0.2397737,13.11,11.46,0.33,0.16,-9.83,-10.16,60.0,60.0,809.89996,816.13,530.4883,535.59106,279.41168,280.5389
20181201T1200,18.232914,16.494568,0.34303808,0.270607,13.9,11.98,0.53,0.4,-9.75,-10.04,60.0,60.0,914.92,918.48,615.04987,618.3163,299.87012,300.16373
20181201T1300,18.822914,17.044569,0.36762142,0.2935237,14.38,12.41,1.06,0.7,-9.68,-10.06,60.0,60.0,972.76996,973.66,663.275,664.43536,309.4949,309.2246
20181201T1400,18.722914,17.534569,0.36345473,0.31394038,14.35,13.04,1.46,0.93,-9.39,-10.1,60.0,60.0,980.77997,979.89,670.01404,669.5351,310.76593,310.35492
20181201T1500,17.252914,17.994568,0.30220476,0.333107,12.68,13.67,2.1,0.98,-8.87,-9.94,60.0,60.0,937.17,934.5,633.5873,631.47394,303.58273,303.02606
20181201T1600,15.7129135,18.294569,0.23803806,0.34560704,11.46,14.28,3.02,0.99,-8.2,-9.49,60.0,60.0,845.5,841.05,558.94836,555.3467,286.5516,285.7033
20181201T1700,15.102914,18.334568,0.2126214,0.34727368,11.13,14.69,3.7,1.37,-7.32,-8.9,60.0,60.0,713.77997,706.66,456.2703,450.86975,257.50967,255.7902
20181201T1800,14.442914,18.034569,0.18512142,0.3347737,11.05,14.81,3.96,1.62,-6.41,-8.34,60.0,60.0,550.02,540.23,336.60602,329.7758,213.41402,210.4542
20181201T1900,14.342914,16.88457,0.18095474,0.28685704,11.58,14.13,4.57,1.83,-5.91,-7.44,60.0,60.0,371.13,359.56,215.70657,208.32974,155.42343,151.23026
20181201T2000,13.922914,15.474569,0.16345473,0.22810705,12.08,13.4,5.25,3.33,-5.58,-6.6,60.0,60.0,184.23,171.77,101.14394,93.9654,83.08605,77.8046
20181201T2100,12.452913,12.634569,0.10220472,0.10977372,11.53,10.83,5.89,4.94,-5.27,-6.28,43.833332,39.816666,26.699999,20.47,13.975169,10.694082,12.72483,9.775917
20181201T2200,11.102914,10.98457,0.045954745,0.04102373,10.12,9.47,6.26,5.44,-5.17,-6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181201T2300,10.372913,10.394569,0.015538056,0.016440392,9.64,9.49,6.36,5.31,-5.19,-6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0000,9.642914,10.094569,0.0,0.0039403834,9.51,9.38,6.45,5.45,-5.34,-6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0100,9.172914,9.79457,0.0,0.0,9.69,9.49,6.94,6.06,-5.34,-6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0200,8.642914,9.564569,0.0,0.0,9.7,9.83,7.4,6.55,-5.24,-6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0300,8.362914,9.434569,0.0,0.0,9.91,10.07,7.65,6.76,-5.01,-6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0400,8.492913,9.5245695,0.0,0.0,10.07,10.12,8.07,6.67,-4.96,-6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0500,9.132914,10.004569,0.0,0.00019037724,9.94,10.5,8.35,7.08,-4.87,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T0600,9.4629135,10.964569,0.0,0.04019038,9.78,10.84,8.56,7.71,-4.63,-5.44,25.266666,27.5,5.34,7.12,3.1547594,3.8010755,2.1852407,3.3189244
20181202T0700,11.482914,12.804569,0.061788082,0.11685705,10.13,11.22,8.76,8.14,-4.16,-5.02,60.0,60.0,123.71,129.94,66.69005,70.223595,57.01995,59.716408
20181202T0800,13.862914,13.884569,0.16095476,0.16185705,11.61,11.47,9.02,8.32,-3.71,-4.42,60.0,60.0,308.83,314.16998,176.43344,179.95563,132.39655,134.21436
20181202T0900,16.862915,15.754569,0.2859548,0.2397737,14.43,12.98,9.56,8.86,-2.72,-2.79,60.0,60.0,495.72998,501.06998,298.80414,302.79254,196.92586,198.27744
20181202T1000,20.262915,17.55457,0.42762145,0.3147737,17.64,14.59,9.76,9.16,-2.41,-2.45,60.0,60.0,667.5,672.83997,421.40634,425.7539,246.09366,247.08606
20181202T1100,23.132915,19.654568,0.5472048,0.40227365,20.36,16.6,9.97,9.42,-2.13,-2.18,60.0,60.0,811.68,815.24,531.6874,535.0395,279.99265,280.2005
20181202T1200,25.102915,22.244568,0.62928814,0.5101903,22.21,19.21,10.17,9.62,-1.79,-1.88,60.0,60.0,916.7,918.48,616.3126,618.38226,300.38742,300.09772
20181202T1300,25.822914,24.524569,0.6592881,0.60519034,22.7,21.49,10.38,9.85,-1.53,-1.77,60.0,60.0,974.55,974.55,664.60254,665.1571,309.94745,309.39288
20181202T1400,25.142914,25.944569,0.63095474,0.664357,22.18,22.97,10.86,10.08,-1.2,-1.76,60.0,60.0,983.45,980.77997,672.00684,670.3128,311.44318,310.46716
20181202T1500,23.482914,26.56457,0.5617881,0.6901904,20.32,23.68,11.77,10.2,-0.96,-1.61,60.0,60.0,940.73,935.39,636.2134,632.29517,304.51663,303.09482
20181202T1600,22.862915,26.80457,0.5359548,0.70019037,20.26,24.16,12.6,10.38,-0.73,-1.12,60.0,60.0,852.62,842.82996,563.90857,556.7742,288.71146,286.05582
20181202T1700,23.072914,26.614569,0.54470474,0.6922737,20.71,24.19,13.11,10.82,-0.49,-0.55,60.0,60.0,721.79,710.22,461.64963,453.3976,260.14035,256.82236
20181202T1800,23.262915,25.774569,0.5526214,0.6572737,21.69,23.81,13.52,11.77,-0.13,-0.12,60.0,60.0,556.25,544.68,340.64938,332.7192,215.60062,211.96078
20181202T1900,23.242914,24.47457,0.5517881,0.60310704,22.03,22.98,13.84,12.72,0.24,0.17,59.808514,60.0,383.59,365.79,223.1252,212.10846,160.4648,153.68155
20181202T2000,20.802916,21.30457,0.4501215,0.4710237,20.43,20.37,14.18,13.2,0.62,0.33,60.0,59.61702,192.23999,178.0,105.63634,97.46144,86.60365,80.53856
20181202T2100,17.062914,17.014568,0.29428807,0.29227367,17.57,16.4,14.38,13.56,0.92,0.35,41.73195,37.373405,31.15,26.699999,16.312084,13.955438,14.837916,12.744561
20181202T2200,15.602914,14.99457,0.23345475,0.20810707,16.01,14.6,14.45,13.84,1.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181202T2300,14.692914,14.254569,0.19553809,0.1772737,15.0,13.97,14.53,13.96,1.29,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0000,13.792913,14.184569,0.15803806,0.17435706,13.93,13.76,14.69,13.94,1.38,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0100,13.682914,13.804569,0.15345474,0.15852372,13.64,13.47,15.02,14.13,1.42,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0200,13.162913,12.814569,0.13178806,0.117273726,13.21,12.68,15.26,14.44,1.45,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0300,11.902914,12.37457,0.07928809,0.09894041,12.69,12.29,15.27,14.76,1.48,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0400,11.392914,12.054569,0.058038075,0.08560705,12.26,12.01,15.08,14.86,1.4,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0500,11.4629135,11.714569,0.06095473,0.07144038,12.04,11.62,14.84,14.75,1.33,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T0600,12.412913,12.45457,0.10053805,0.10227374,11.7,11.63,14.65,14.56,1.37,1.12,0.0,0.0,6.23,8.01,3.2904587,4.1593723,2.9395413,3.8506277
20181203T0700,12.922914,13.36457,0.12178806,0.14019041,11.76,11.99,14.55,14.41,1.22,1.17,0.0,0.0,91.67,113.92,49.424774,61.57406,42.245224,52.34594
20181203T0800,14.152914,15.004569,0.17303808,0.2085237,12.54,13.38,14.5,14.31,1.17,1.19,0.0,54.893616,221.61,310.61,137.78203,177.92874,83.82797,132.68124
20181203T0900,16.022915,18.254568,0.25095478,0.34394035,14.06,16.31,15.19,14.37,2.54,2.35,0.0,58.085106,368.46,495.72998,249.67513,299.5769,118.78487,196.15309
20181203T1000,17.742914,20.044569,0.32262143,0.4185237,15.47,17.7,15.06,14.34,2.42,2.4,33.19149,60.0,611.43,662.16,387.1158,419.01086,224.31418,243.1491
20181203T1100,18.992914,21.31457,0.37470475,0.4714404,16.34,18.62,15.01,14.36,2.34,2.44,59.808514,60.0,783.2,801.89,513.063,526.30914,270.137,275.58087
20181203T1200,20.052916,22.31457,0.4188715,0.51310706,17.29,19.46,15.1,14.42,2.26,2.45,29.361702,60.0,891.77997,904.24,599.62177,608.8591,292.1582,295.38092
20181203T1300,21.212915,22.984568,0.4672048,0.5410237,18.33,20.04,15.23,14.48,2.23,2.4,38.93617,60.0,948.74,959.42,647.1107,654.9419,301.62927,304.47812
20181203T1400,22.232914,23.524569,0.50970477,0.5635237,19.57,20.65,15.32,14.59,2.29,2.31,60.0,60.0,961.2,966.54,656.96674,660.74634,304.23328,305.7936
20181203T1500,22.792915,23.594568,0.53303814,0.56644034,20.12,20.8,15.46,14.75,2.46,2.28,57.31915,56.93617,918.48,913.14,621.3786,617.46814,297.10138,295.67188
20181203T1600,23.002914,23.204569,0.5417881,0.5501904,20.76,20.67,15.65,14.93,2.73,2.43,56.361702,56.55319,823.25,819.69,544.7272,541.73193,278.52283,277.95807
20181203T1700,22.712915,22.21457,0.5297048,0.5089404,20.57,19.89,15.86,15.17,3.12,2.72,56.361702,57.12766,703.1,696.87,449.9472,445.12598,253.15276,251.74402
20181203T1800,21.912914,20.794569,0.49637142,0.4497737,20.27,18.9,15.93,15.44,3.56,2.98,56.361702,57.31915,550.91,542.89996,337.60703,331.85754,213.30295,211.04242
20181203T1900,20.792915,19.13457,0.4497048,0.38060704,19.45,17.65,15.84,15.61,3.96,3.16,56.55319,57.31915,382.69998,372.91,222.7834,216.40909,159.91658,156.50092
20181203T2000,18.712915,16.72457,0.36303815,0.28019038,17.96,15.74,15.81,15.56,4.19,3.22,56.361702,57.12766,201.14,190.45999,110.626,104.377754,90.514,86.08224
20181203T2100,15.762914,14.184569,0.24012141,0.17435706,15.5,13.62,15.93,15.41,4.0,3.32,43.278896,40.01195,34.71,27.59,18.184912,14.427467,16.525087,13.162533
20181203T2200,14.262914,13.004569,0.17762141,0.12519038,14.02,12.6,16.11,15.35,3.66,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181203T2300,13.342914,12.224569,0.13928807,0.092690386,13.14,11.93,16.31,15.41,3.31,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0000,12.592914,11.714569,0.10803807,0.07144038,12.48,11.55,16.48,15.69,2.85,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0100,11.882914,11.464569,0.07845473,0.061023712,11.85,11.4,16.59,15.92,2.48,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0200,11.2129135,11.264569,0.050538063,0.052690387,11.33,11.31,16.64,16.01,2.13,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0300,10.602914,11.094569,0.025121411,0.04560705,10.99,11.24,16.29,15.95,1.89,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0400,10.082913,11.064569,0.003454725,0.04435706,10.61,11.3,15.4,15.63,1.75,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0500,9.902914,10.82457,0.0,0.03435707,10.46,11.27,15.43,15.05,1.76,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T0600,10.602914,11.174569,0.025121411,0.04894038,10.48,11.08,15.48,14.66,1.81,1.45,25.476065,26.449327,7.12,9.79,3.6932254,5.0841255,3.4267745,4.7058744
20181204T0700,12.392914,13.32457,0.09970474,0.13852374,11.35,12.29,15.23,14.48,1.76,1.56,47.234047,56.744682,132.61,141.51,71.50809,76.49672,61.101913,65.013275
20181204T0800,15.012914,15.15457,0.20887141,0.21477373,13.34,13.48,14.49,14.38,1.63,1.71,56.744682,56.93617,309.72,319.51,176.96863,183.03963,132.75137,136.47038
20181204T0900,19.662914,18.544569,0.40262142,0.3560237,17.6,16.66,13.61,14.56,3.33,3.36,2.5531912,8.93617,469.91998,485.05,283.27094,293.13373,186.64906,191.91626
20181204T1000,18.712915,19.674568,0.36303815,0.40310702,16.22,17.38,13.1,14.46,3.38,3.38,0.0,14.680849,611.43,640.8,387.27643,405.50848,224.15355,235.2915
20181204T1100,18.652914,19.664568,0.3605381,0.40269032,15.9,16.77,12.94,14.28,3.34,3.26,0.0,3.8297868,711.11,768.95996,490.27948,506.75894,220.83049,262.20102
20181204T1200,18.322914,18.31457,0.34678808,0.3464404,15.49,15.19,12.8,13.81,3.25,3.17,0.0,0.0,710.22,841.05,543.1245,585.69763,167.09547,255.35234
20181204T1300,18.482914,17.80457,0.35345474,0.3251904,15.28,14.49,12.92,13.54,3.13,3.24,14.680849,7.021276,792.99,889.11,601.10724,631.8745,191.88275,257.23547
20181204T1400,18.482914,17.414568,0.35345474,0.30894032,15.17,14.13,12.65,13.3,2.99,3.3,15.319151,0.0,889.11,884.66,635.1699,634.49774,253.94005,250.16222
20181204T1500,17.662914,16.444569,0.3192881,0.2685237,14.55,13.41,12.22,13.08,2.86,3.21,0.0,0.0,780.52997,493.94998,580.2175,197.28207,200.31245,296.6679
20181204T1600,17.222914,16.404568,0.30095473,0.266857,14.17,13.59,11.69,12.76,2.94,3.18,0.0,0.0,716.45,633.68,514.1609,484.2707,202.28915,149.4093
20181204T1700,16.622915,15.674569,0.2759548,0.23644038,13.69,13.12,10.98,12.55,2.84,2.8,3.191489,0.0,639.91,488.61,423.9873,374.85724,215.92268,113.75273
20181204T1800,15.602914,14.86457,0.23345475,0.20269041,13.03,12.61,10.32,12.27,2.27,2.46,55.212765,0.0,515.31,348.88,316.00336,261.15628,199.30664,87.72372
20181204T1900,14.412913,13.91457,0.18387139,0.16310708,12.19,11.95,9.51,11.68,1.75,2.13,39.57447,0.0,367.57,217.16,214.14438,171.54613,153.42563,45.613876
20181204T2000,13.262914,13.104569,0.13595474,0.12935705,11.27,11.45,8.9,11.04,1.29,1.76,0.0,0.0,186.01,100.57,102.39611,63.641964,83.613884,36.928036
20181204T2100,12.122913,12.394569,0.08845472,0.09977373,10.55,10.92,8.43,11.34,0.97,1.37,0.0,0.0,29.369999,15.13,15.39449,8.300924,13.975509,6.829076
20181204T2200,11.722914,12.16457,0.07178807,0.09019041,10.14,10.68,8.28,11.34,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181204T2300,11.432914,12.054569,0.05970474,0.08560705,9.82,10.59,7.63,10.83,0.62,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0000,11.312914,11.91457,0.054704744,0.07977375,9.69,10.43,6.72,9.65,0.12,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0100,11.2129135,11.65457,0.050538063,0.0689404,9.57,10.09,6.39,8.53,-0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0200,10.982914,11.224569,0.04095475,0.05102372,9.38,9.62,6.16,7.95,-0.33,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0300,10.792913,10.78457,0.03303806,0.032690406,9.18,9.13,5.98,7.69,-0.78,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0400,10.642914,10.464569,0.026788076,0.019357046,9.01,8.78,5.69,6.63,-1.58,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0500,10.562914,10.40457,0.023454746,0.016857067,8.84,8.68,4.87,6.05,-2.46,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T0600,10.452913,10.554569,0.018871387,0.023107052,8.56,8.72,4.95,5.64,-3.01,-1.93,0.0,0.0,3.56,5.34,1.9579574,4.4021683,1.6020426,0.9378319
20181205T0700,11.2129135,11.104569,0.050538063,0.046023726,8.81,8.94,4.92,5.43,-3.46,-2.44,0.0,0.0,79.21,55.18,42.718956,40.796127,36.491043,14.383873
20181205T0800,11.952913,11.23457,0.08137139,0.0514404,9.21,9.03,4.93,5.16,-3.73,-3.35,0.0,0.0,177.11,86.33,140.60376,11.340202,36.506237,74.9898
20181205T0900,13.932914,13.82457,0.16387141,0.15935707,10.76,10.52,3.29,4.09,-4.48,-3.79,0.0,0.0,294.59,327.52,204.80557,261.3913,89.784424,66.12868
20181205T1000,15.132914,14.604569,0.2138714,0.19185705,11.45,10.9,3.26,4.13,-4.74,-4.08,0.0,0.0,425.41998,441.44,296.55838,319.1122,128.8616,122.32779
20181205T1100,16.212914,14.814569,0.2588714,0.20060706,11.81,10.92,3.08,4.02,-5.25,-4.34,11.489361,0.0,774.3,498.4,507.29285,293.22223,267.00714,205.17778
20181205T1200,15.992913,15.314569,0.24970472,0.22144039,11.6,11.25,3.53,3.91,-6.05,-4.91,0.0,0.0,796.55,621.22,571.33813,419.175,225.21188,202.04497
20181205T1300,15.942914,15.604569,0.24762142,0.23352373,11.75,11.39,3.51,3.92,-6.35,-5.67,0.0,0.0,660.38,626.56,438.6962,373.61597,221.6838,252.94402
20181205T1400,15.992913,16.444569,0.24970472,0.2685237,11.69,11.82,3.03,3.92,-6.13,-5.94,0.0,0.0,756.5,745.82,592.3346,588.4129,164.16544,157.40709
20181205T1500,14.872913,15.814569,0.20303805,0.24227373,11.16,11.55,2.83,3.57,-6.09,-5.75,0.0,0.0,390.71,784.98,76.41901,581.43195,314.291,203.54802
20181205T1600,15.062914,15.69457,0.21095474,0.23727374,11.27,11.5,2.85,3.29,-5.99,-5.39,0.0,0.0,415.63,623.0,146.263,503.42435,269.367,119.57565
20181205T1700,15.482914,15.844569,0.22845475,0.24352372,11.43,11.89,2.8,3.87,-5.64,-5.42,0.0,0.0,541.12,521.54,398.225,388.3297,142.89499,133.21027
20181205T1800,15.002913,15.384569,0.20845473,0.22435705,11.3,11.71,2.98,3.97,-5.8,-5.8,58.468086,0.0,530.44,461.91,325.49982,297.04697,204.94019,164.86304
20181205T1900,14.052914,14.504569,0.1688714,0.18769038,10.84,11.24,2.97,3.78,-5.62,-5.52,60.0,58.085106,380.03,357.78,221.57756,207.95792,158.45244,149.82208
20181205T2000,12.662913,12.894569,0.110954724,0.120607056,10.16,10.34,2.8,2.89,-5.64,-5.46,60.0,60.0,194.02,185.12,106.90089,101.63373,87.11912,83.48627
20181205T2100,10.522914,11.11457,0.021788081,0.046440404,9.47,9.16,3.03,2.9,-5.8,-5.57,48.0,39.274467,32.93,25.81,17.268616,13.509446,15.661385,12.300553
20181205T2200,9.242913,9.644569,0.0,0.0,9.06,8.43,2.76,2.32,-5.81,-5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181205T2300,8.812914,8.304569,0.0,0.0,8.82,8.31,2.37,2.02,-5.42,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0000,8.822914,7.604569,0.0,0.0,8.74,8.27,2.52,2.2,-5.35,-5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0100,8.722914,7.374569,0.0,0.0,8.75,8.12,2.66,2.23,-5.31,-5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0200,8.472914,7.0345693,0.0,0.0,8.73,7.96,2.58,2.23,-5.09,-5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0300,8.152914,6.824569,0.0,0.0,8.69,7.84,2.53,2.29,-4.74,-4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0400,7.5229144,6.604569,0.0,0.0,8.55,7.75,2.57,2.37,-4.39,-4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0500,6.5629144,6.244569,0.0,0.0,8.21,7.68,2.7,2.36,-4.23,-4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T0600,5.672914,6.184569,0.0,0.0,7.87,7.62,2.96,2.32,-4.1,-4.05,25.3961,28.070354,8.01,9.79,4.155653,5.0850263,3.8543472,4.7049737
20181206T0700,7.862914,8.28457,0.0,0.0,7.94,7.64,3.33,2.4,-3.87,-3.98,55.404255,57.89362,136.17,145.06999,73.4487,78.442215,62.721302,66.62778
20181206T0800,11.702913,11.49457,0.07095472,0.06227374,8.49,8.22,3.6,2.47,-3.89,-4.08,57.510635,58.851063,317.72998,329.3,181.5729,188.67418,136.15707,140.62581
20181206T0900,16.402914,14.65457,0.2667881,0.1939404,12.94,10.87,4.58,4.4,-3.33,-4.05,30.638298,0.0,490.38998,480.6,295.63492,290.4657,194.75507,190.13432
20181206T1000,18.802916,15.564569,0.36678815,0.23185706,14.97,11.41,4.65,4.55,-2.89,-3.92,56.808514,17.872341,660.38,644.36,416.97208,407.7867,243.40793,236.57327
20181206T1100,20.762915,16.274569,0.44845477,0.26144037,16.69,11.81,5.09,4.8,-2.7,-3.33,60.0,54.255318,792.99,796.55,519.5637,522.8895,273.42624,273.66046
20181206T1200,22.432915,17.084568,0.5180381,0.29519033,18.21,12.51,6.21,5.02,-2.16,-3.32,60.0,60.0,913.14,893.56,614.16724,601.8467,298.97278,291.71335
20181206T1300,23.612915,17.664568,0.5672048,0.319357,19.37,12.84,6.1,5.56,-1.98,-2.77,60.0,60.0,973.66,970.1,664.4314,662.55664,309.2286,307.54337
20181206T1400,24.612915,18.074568,0.60887146,0.33644032,20.49,13.54,6.71,6.18,-2.15,-2.36,60.0,60.0,980.77997,969.20996,670.8353,663.0558,309.94464,306.15414
20181206T1500,25.312914,18.56457,0.6380381,0.35685706,21.4,14.08,7.7,6.94,-2.17,-2.33,60.0,60.0,938.06,941.62,635.2622,637.37134,302.79776,304.2487
20181206T1600,25.422915,18.774569,0.64262146,0.36560702,21.92,14.74,8.59,7.43,-1.9,-2.55,60.0,60.0,848.17,850.83997,561.9546,563.0651,286.21542,287.77484
20181206T1700,24.562914,18.934568,0.6067881,0.37227368,21.33,15.21,9.49,7.92,-1.52,-2.49,60.0,60.0,717.33997,718.23,459.81754,459.5328,257.52243,258.69717
20181206T1800,22.842915,18.654568,0.53512144,0.360607,20.03,15.58,10.37,8.73,-1.31,-2.08,60.0,60.0,555.36,551.8,341.01294,337.97568,214.34706,213.82431
20181206T1900,21.002914,18.004568,0.45845476,0.33352366,18.75,15.52,11.03,9.6,-1.04,-2.03,60.0,60.0,379.13998,371.13,221.22594,215.88193,157.91405,155.24808
20181206T2000,18.732914,16.404568,0.36387143,0.266857,17.2,14.73,11.52,10.32,-0.5,-1.88,60.0,60.0,194.91,185.12,107.48287,101.72091,87.42713,83.399086
20181206T2100,16.202913,14.20457,0.2584547,0.1751904,15.41,13.61,11.75,10.77,-0.19,-1.47,48.670673,44.933334,40.05,27.59,21.01175,14.447616,19.03825,13.142385
20181206T2200,14.982914,13.57457,0.20762141,0.1489404,14.62,14.54,11.95,11.13,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181206T2300,14.532914,13.62457,0.18887143,0.15102375,15.03,16.54,12.27,11.4,0.37,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0000,14.482914,14.854569,0.18678808,0.20227373,15.89,17.12,12.65,11.69,0.68,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0100,14.412913,14.62457,0.18387139,0.19269042,16.35,15.67,13.01,12.08,1.11,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0200,13.442914,14.86457,0.14345475,0.20269041,16.04,15.33,13.24,12.49,1.57,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0300,12.092914,14.684569,0.08720473,0.19519038,15.77,14.76,13.3,12.79,2.07,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0400,11.192914,14.37457,0.04970475,0.18227375,16.27,14.44,13.29,12.82,2.4,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0500,10.432914,14.214569,0.018038074,0.17560704,17.33,14.32,13.32,12.78,2.32,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181207T0600,10.222914,14.314569,0.009288073,0.17977373,19.27,13.98,13.41,12.81,2.23,2.52,26.3,28.5,6.23,8.01,3.409682,4.1605015,2.820318,3.849499
