Date,Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2024-04-01,10:00:00.000,38.05,228.32,-25.30,-28.42
2024-04-01,10:10:00.000,35.45,222.81,-26.01,-24.09
2024-04-01,10:20:00.000,36.97,220.02,-28.31,-23.77
2024-04-01,10:30:00.000,37.13,225.63,-25.96,-26.54
2024-04-01,10:40:00.000,36.97,215.20,-30.21,-21.31
2024-04-01,10:50:00.000,33.78,206.03,-30.35,-14.82
2024-04-01,11:00:00.000,72.46,35.36,59.10,41.93
2024-04-01,11:10:00.000,22.91,135.74,-16.40,15.99
2024-04-01,11:20:00.000,17.01,106.13,-4.72,16.34
2024-04-01,11:30:00.000,95.02,114.44,-39.31,86.51
2024-04-01,11:40:00.000,47.08,110.97,-16.85,43.96
2024-04-01,11:50:00.000,39.50,186.06,-39.28,-4.17
2024-04-01,12:00:00.000,43.19,156.54,-39.62,17.19
2024-04-01,12:10:00.000,34.13,264.63,-3.19,-33.98
2024-04-01,12:20:00.000,55.78,279.06,8.78,-55.08
2024-04-01,12:30:00.000,53.14,277.58,7.01,-52.67
2024-04-01,12:40:00.000,55.19,281.82,11.30,-54.02
2024-04-01,12:50:00.000,52.26,206.56,-46.74,-23.37
2024-04-01,13:00:00.000,64.38,187.23,-63.87,-8.10
2024-04-01,13:10:00.000,69.94,205.41,-63.17,-30.01
2024-04-01,13:20:00.000,70.44,207.79,-62.32,-32.84
2024-04-01,13:30:00.000,77.00,219.59,-59.34,-49.08
2024-04-01,13:40:00.000,70.95,218.69,-55.37,-44.35
2024-04-01,13:50:00.000,85.61,32.58,72.14,46.09
2024-04-01,14:00:00.000,54.90,117.15,-25.05,48.85
2024-04-01,14:10:00.000,9.98,209.36,-8.70,-4.89
2024-04-01,14:20:00.000,3.24,89.80,0.01,3.24
2024-04-01,14:30:00.000,1.23,69.20,0.44,1.15
2024-04-01,14:40:00.000,2.33,85.66,0.18,2.32
2024-04-01,14:50:00.000,2.54,71.38,0.81,2.41
2024-04-01,15:00:00.000,3.16,68.38,1.16,2.94
2024-04-01,15:10:00.000,1.74,67.43,0.67,1.61
2024-04-01,15:20:00.000,7.03,72.89,2.07,6.72
2024-04-01,15:30:00.000,7.85,76.64,1.81,7.64
2024-04-01,15:40:00.000,8.31,65.13,3.50,7.54
2024-04-01,15:50:00.000,8.51,69.95,2.92,8.00
2024-04-01,16:00:00.000,8.45,60.55,4.15,7.36
2024-04-01,16:10:00.000,8.70,64.25,3.78,7.84
2024-04-01,16:20:00.000,8.25,58.47,4.31,7.03
2024-04-01,16:30:00.000,8.94,62.34,4.15,7.92
2024-04-01,16:40:00.000,8.64,60.10,4.31,7.49
2024-04-01,16:50:00.000,8.58,64.25,3.73,7.73
2024-04-01,17:00:00.000,8.11,62.15,3.79,7.17
2024-04-01,17:10:00.000,6.52,76.04,1.57,6.33
2024-04-01,17:20:00.000,7.98,63.77,3.53,7.16
2024-04-01,17:30:00.000,6.08,62.50,2.81,5.39
2024-04-01,17:40:00.000,1.74,77.11,0.39,1.70
2024-04-01,17:50:00.000,7.98,56.07,4.46,6.62
2024-04-01,18:00:00.000,8.45,61.84,3.99,7.45
2024-04-01,18:10:00.000,7.25,47.01,4.94,5.30
2024-04-01,18:20:00.000,6.88,46.33,4.75,4.98
2024-04-01,18:30:00.000,6.88,35.76,5.59,4.02
2024-04-01,18:40:00.000,5.25,11.65,5.14,1.06
2024-04-01,18:50:00.000,6.67,19.88,6.27,2.27
2024-04-01,19:00:00.000,7.18,17.54,6.84,2.16
2024-04-01,19:10:00.000,7.25,3.98,7.23,0.50
2024-04-01,19:20:00.000,6.23,11.41,6.10,1.23
2024-04-01,19:30:00.000,6.96,5.76,6.92,0.70
2024-04-01,19:40:00.000,8.18,13.66,7.95,1.93
2024-04-01,19:50:00.000,8.18,24.94,7.42,3.45
2024-04-01,20:00:00.000,7.85,23.00,7.22,3.07
2024-04-01,20:10:00.000,7.65,21.29,7.13,2.78
2024-04-01,20:20:00.000,9.18,16.05,8.82,2.54
2024-04-01,20:30:00.000,7.78,23.11,7.16,3.05
2024-04-01,20:40:00.000,8.51,32.82,7.15,4.61
2024-04-01,20:50:00.000,7.98,26.21,7.16,3.53
2024-04-01,21:00:00.000,7.65,24.49,6.96,3.17
2024-04-01,21:10:00.000,7.98,8.21,7.90,1.14
2024-04-01,21:20:00.000,7.38,22.86,6.80,2.87
2024-04-01,21:30:00.000,8.70,5.69,8.66,0.86
2024-04-01,21:40:00.000,3.47,352.28,3.44,-0.47
2024-04-01,21:50:00.000,5.86,5.28,5.84,0.54
2024-04-01,22:00:00.000,7.72,327.57,6.51,-4.14
2024-04-01,22:10:00.000,8.31,352.39,8.24,-1.10
2024-04-01,22:20:00.000,6.08,351.50,6.02,-0.90
2024-04-01,22:30:00.000,7.25,345.32,7.01,-1.84
2024-04-01,22:40:00.000,5.17,3.72,5.16,0.34
2024-04-01,22:50:00.000,7.85,355.24,7.82,-0.65
2024-04-01,23:00:00.000,7.18,1.53,7.17,0.19
2024-04-01,23:10:00.000,6.16,0.08,6.15,0.01
2024-04-01,23:20:00.000,6.30,355.70,6.28,-0.47
2024-04-01,23:30:00.000,5.79,352.88,5.75,-0.72
2024-04-01,23:40:00.000,5.33,5.31,5.31,0.49
2024-04-01,23:50:00.000,6.52,4.52,6.50,0.51
2024-04-02,00:00:00.000,5.94,4.31,5.92,0.45
2024-04-02,00:10:00.000,3.94,16.78,3.77,1.14
2024-04-02,00:20:00.000,3.31,6.32,3.29,0.36
2024-04-02,00:30:00.000,6.67,15.11,6.44,1.74
2024-04-02,00:40:00.000,6.59,17.13,6.30,1.94
2024-04-02,00:50:00.000,3.63,20.87,3.39,1.29
2024-04-02,01:00:00.000,6.08,27.30,5.40,2.79
2024-04-02,01:10:00.000,7.32,34.06,6.06,4.10
2024-04-02,01:20:00.000,7.18,20.07,6.74,2.46
2024-04-02,01:30:00.000,6.59,24.93,5.98,2.78
2024-04-02,01:40:00.000,6.16,18.24,5.85,1.93
2024-04-02,01:50:00.000,6.59,27.10,5.87,3.00
2024-04-02,02:00:00.000,6.59,19.93,6.20,2.25
2024-04-02,02:10:00.000,3.63,31.53,3.09,1.90
2024-04-02,02:20:00.000,2.33,31.50,1.98,1.21
2024-04-02,02:30:00.000,3.39,30.06,2.94,1.70
2024-04-02,02:40:00.000,3.16,26.57,2.82,1.41
2024-04-02,02:50:00.000,1.60,24.47,1.45,0.66
2024-04-02,03:00:00.000,1.30,30.78,1.12,0.67
2024-04-02,03:10:00.000,0.70,40.73,0.53,0.46
2024-04-02,03:20:00.000,1.96,24.05,1.79,0.80
2024-04-02,03:30:00.000,1.67,37.11,1.33,1.01
2024-04-02,03:40:00.000,0.83,29.01,0.73,0.40
2024-04-02,03:50:00.000,1.16,28.89,1.02,0.56
2024-04-02,04:00:00.000,1.16,42.25,0.86,0.78
2024-04-02,04:10:00.000,1.89,19.51,1.78,0.63
2024-04-02,04:20:00.000,1.03,32.22,0.87,0.55
2024-04-02,04:30:00.000,1.30,45.82,0.91,0.93
2024-04-02,04:40:00.000,1.96,23.78,1.79,0.79
2024-04-02,04:50:00.000,4.87,35.91,3.94,2.85
2024-04-02,05:00:00.000,0.83,31.19,0.71,0.43
2024-04-02,05:10:00.000,1.60,34.02,1.32,0.89
2024-04-02,05:20:00.000,3.39,10.96,3.33,0.65
2024-04-02,05:30:00.000,1.74,21.57,1.62,0.64
2024-04-02,05:40:00.000,5.02,27.73,4.44,2.34
2024-04-02,05:50:00.000,3.70,24.56,3.37,1.54
2024-04-02,06:00:00.000,3.16,31.63,2.69,1.66
2024-04-02,06:10:00.000,4.56,13.99,4.42,1.10
2024-04-02,06:20:00.000,6.37,1.15,6.37,0.13
2024-04-02,06:30:00.000,5.25,352.99,5.21,-0.64
2024-04-02,06:40:00.000,3.39,350.04,3.34,-0.59
2024-04-02,06:50:00.000,1.60,352.26,1.58,-0.21
2024-04-02,07:00:00.000,6.96,356.05,6.94,-0.48
2024-04-02,07:10:00.000,2.54,9.49,2.51,0.42
2024-04-02,07:20:00.000,6.23,14.21,6.04,1.53
2024-04-02,07:30:00.000,0.97,354.41,0.96,-0.09
2024-04-02,07:40:00.000,1.30,15.10,1.26,0.34
2024-04-02,07:50:00.000,3.24,339.44,3.03,-1.14
2024-04-02,08:00:00.000,3.86,354.14,3.84,-0.39
2024-04-02,08:10:00.000,0.97,342.06,0.92,-0.30
2024-04-02,08:20:00.000,1.45,312.81,0.98,-1.06
2024-04-02,08:30:00.000,1.81,308.57,1.13,-1.42
2024-04-02,08:40:00.000,1.96,306.26,1.16,-1.58
2024-04-02,08:50:00.000,3.16,346.38,3.07,-0.74
2024-04-02,09:00:00.000,3.47,335.76,3.16,-1.42
2024-04-02,09:10:00.000,1.89,332.04,1.67,-0.88
2024-04-02,09:20:00.000,0.90,332.73,0.80,-0.41
2024-04-02,09:30:00.000,4.02,299.32,1.97,-3.50
2024-04-02,09:40:00.000,0.57,359.38,0.57,-0.01
2024-04-02,09:50:00.000,0.34,22.05,0.32,0.13
2024-04-02,10:00:00.000,1.16,243.14,-0.53,-1.04
2024-04-02,10:10:00.000,4.02,325.93,3.33,-2.25
2024-04-02,10:20:00.000,0.51,273.06,0.03,-0.51
2024-04-02,10:30:00.000,0.90,284.39,0.22,-0.87
2024-04-02,10:40:00.000,4.87,204.35,-4.43,-2.01
2024-04-02,10:50:00.000,1.38,193.39,-1.34,-0.32
2024-04-02,11:00:00.000,0.40,352.29,0.40,-0.05
2024-04-02,11:10:00.000,0.64,295.69,0.28,-0.57
2024-04-02,11:20:00.000,0.51,284.42,0.13,-0.50
2024-04-02,11:30:00.000,0.46,286.70,0.13,-0.44
2024-04-02,11:40:00.000,6.67,306.50,3.97,-5.36
2024-04-02,11:50:00.000,0.57,327.41,0.48,-0.31
2024-04-02,12:00:00.000,6.01,211.24,-5.14,-3.12
2024-04-02,12:10:00.000,8.38,170.56,-8.27,1.37
2024-04-02,12:20:00.000,6.23,223.45,-4.52,-4.28
2024-04-02,12:30:00.000,0.40,9.94,0.39,0.07
2024-04-02,12:40:00.000,0.64,242.98,-0.29,-0.57
2024-04-02,12:50:00.000,1.52,312.23,1.02,-1.13
2024-04-02,13:00:00.000,7.10,287.03,2.08,-6.79
2024-04-02,13:10:00.000,1.10,228.10,-0.73,-0.82
2024-04-02,13:20:00.000,1.38,240.41,-0.68,-1.20
2024-04-02,13:30:00.000,2.03,195.90,-1.96,-0.56
2024-04-02,13:40:00.000,1.30,193.24,-1.27,-0.30
2024-04-02,13:50:00.000,0.51,139.62,-0.39,0.33
2024-04-02,14:00:00.000,1.45,176.58,-1.45,0.09
2024-04-02,14:10:00.000,0.57,352.58,0.57,-0.07
2024-04-02,14:20:00.000,0.77,234.80,-0.44,-0.63
2024-04-02,14:30:00.000,6.16,254.68,-1.63,-5.94
2024-04-02,14:40:00.000,6.96,177.96,-6.95,0.25
2024-04-02,14:50:00.000,5.79,218.89,-4.51,-3.64
2024-04-02,15:00:00.000,5.86,258.24,-1.20,-5.74
2024-04-02,15:10:00.000,7.72,183.45,-7.70,-0.46
2024-04-02,15:20:00.000,9.12,188.37,-9.02,-1.33
2024-04-02,15:30:00.000,7.78,198.15,-7.39,-2.42
2024-04-02,15:40:00.000,10.60,167.37,-10.35,2.32
2024-04-02,15:50:00.000,12.96,182.46,-12.94,-0.56
2024-04-02,16:00:00.000,14.16,167.86,-13.84,2.98
2024-04-02,16:10:00.000,13.13,171.67,-12.99,1.90
2024-04-02,16:20:00.000,15.04,183.26,-15.01,-0.85
2024-04-02,16:30:00.000,20.02,173.88,-19.90,2.14
2024-04-02,16:40:00.000,12.37,167.75,-12.09,2.63
2024-04-02,16:50:00.000,12.92,167.92,-12.63,2.70
2024-04-02,17:00:00.000,17.36,190.62,-17.06,-3.20
2024-04-02,17:10:00.000,23.80,188.54,-23.53,-3.54
2024-04-02,17:20:00.000,13.10,183.87,-13.07,-0.88
2024-04-02,17:30:00.000,18.54,183.79,-18.50,-1.23
2024-04-02,17:40:00.000,15.35,167.31,-14.98,3.37
2024-04-02,17:50:00.000,17.90,188.61,-17.70,-2.68
2024-04-02,18:00:00.000,24.22,183.00,-24.18,-1.27
2024-04-02,18:10:00.000,15.83,182.57,-15.82,-0.71
2024-04-02,18:20:00.000,13.38,187.62,-13.26,-1.77
2024-04-02,18:30:00.000,14.58,184.27,-14.54,-1.09
2024-04-02,18:40:00.000,15.32,190.79,-15.04,-2.87
2024-04-02,18:50:00.000,13.13,197.39,-12.53,-3.93
2024-04-02,19:00:00.000,10.55,210.49,-9.09,-5.35
2024-04-02,19:10:00.000,11.17,223.09,-8.16,-7.63
2024-04-02,19:20:00.000,13.77,219.79,-10.58,-8.81
2024-04-02,19:30:00.000,12.92,178.93,-12.92,0.24
2024-04-02,19:40:00.000,6.37,202.15,-5.90,-2.40
2024-04-02,19:50:00.000,8.18,193.02,-7.97,-1.84
2024-04-02,20:00:00.000,3.86,218.69,-3.01,-2.41
2024-04-02,20:10:00.000,9.77,188.07,-9.67,-1.37
2024-04-02,20:20:00.000,4.40,188.42,-4.36,-0.65
2024-04-02,20:30:00.000,4.09,271.89,0.14,-4.09
2024-04-02,20:40:00.000,2.69,271.93,0.09,-2.69
2024-04-02,20:50:00.000,6.16,359.45,6.15,-0.06
2024-04-02,21:00:00.000,3.08,287.55,0.93,-2.94
2024-04-02,21:10:00.000,1.52,29.80,1.32,0.76
2024-04-02,21:20:00.000,1.23,96.72,-0.14,1.22
2024-04-02,21:30:00.000,9.23,38.24,7.25,5.72
2024-04-02,21:40:00.000,10.65,13.37,10.37,2.46
2024-04-02,21:50:00.000,8.11,320.61,6.27,-5.15
2024-04-02,22:00:00.000,8.88,31.87,7.54,4.69
2024-04-02,22:10:00.000,11.31,358.56,11.31,-0.28
2024-04-02,22:20:00.000,8.82,341.43,8.36,-2.81
2024-04-02,22:30:00.000,12.74,319.23,9.65,-8.32
2024-04-02,22:40:00.000,7.65,323.75,6.17,-4.52
2024-04-02,22:50:00.000,12.74,323.93,10.30,-7.50
2024-04-02,23:00:00.000,9.29,345.02,8.98,-2.40
2024-04-02,23:10:00.000,12.08,330.79,10.55,-5.90
2024-04-02,23:20:00.000,10.24,337.43,9.45,-3.93
2024-04-02,23:30:00.000,9.71,348.49,9.52,-1.94
2024-04-02,23:40:00.000,11.08,340.32,10.44,-3.73
2024-04-02,23:50:00.000,8.94,338.95,8.34,-3.21
2024-04-03,00:00:00.000,9.93,346.16,9.64,-2.37
2024-04-03,00:10:00.000,8.82,350.59,8.70,-1.44
2024-04-03,00:20:00.000,7.52,348.80,7.37,-1.46
2024-04-03,00:30:00.000,8.76,35.84,7.10,5.13
2024-04-03,00:40:00.000,9.77,41.15,7.36,6.43
2024-04-03,00:50:00.000,8.88,42.61,6.53,6.01
2024-04-03,01:00:00.000,10.13,55.35,5.76,8.34
2024-04-03,01:10:00.000,10.03,60.13,4.99,8.70
2024-04-03,01:20:00.000,10.90,55.87,6.12,9.02
2024-04-03,01:30:00.000,9.87,59.28,5.04,8.49
2024-04-03,01:40:00.000,10.08,59.74,5.08,8.71
2024-04-03,01:50:00.000,9.53,61.12,4.60,8.35
2024-04-03,02:00:00.000,10.03,55.54,5.68,8.27
2024-04-03,02:10:00.000,9.29,57.45,5.00,7.83
2024-04-03,02:20:00.000,9.29,59.40,4.73,8.00
2024-04-03,02:30:00.000,9.23,46.02,6.41,6.64
2024-04-03,02:40:00.000,8.76,49.97,5.63,6.71
2024-04-03,02:50:00.000,8.76,54.27,5.11,7.11
2024-04-03,03:00:00.000,9.06,49.60,5.87,6.90
2024-04-03,03:10:00.000,7.38,46.34,5.10,5.34
2024-04-03,03:20:00.000,8.45,40.88,6.39,5.53
2024-04-03,03:30:00.000,7.25,39.86,5.56,4.65
2024-04-03,03:40:00.000,8.64,35.23,7.06,4.98
2024-04-03,03:50:00.000,6.96,36.67,5.58,4.16
2024-04-03,04:00:00.000,8.11,32.04,6.88,4.30
2024-04-03,04:10:00.000,7.85,27.11,6.99,3.58
2024-04-03,04:20:00.000,7.25,39.79,5.57,4.64
2024-04-03,04:30:00.000,7.92,43.55,5.74,5.45
2024-04-03,04:40:00.000,7.45,46.16,5.16,5.37
2024-04-03,04:50:00.000,6.08,39.66,4.68,3.88
2024-04-03,05:00:00.000,2.33,0.82,2.32,0.03
2024-04-03,05:10:00.000,5.10,41.93,3.79,3.41
2024-04-03,05:20:00.000,6.23,1.48,6.23,0.16
2024-04-03,05:30:00.000,2.85,10.84,2.80,0.54
2024-04-03,05:40:00.000,2.62,355.03,2.61,-0.23
2024-04-03,05:50:00.000,3.86,348.81,3.79,-0.75
2024-04-03,06:00:00.000,2.25,354.77,2.24,-0.21
2024-04-03,06:10:00.000,3.08,2.80,3.08,0.15
2024-04-03,06:20:00.000,0.70,16.76,0.67,0.20
2024-04-03,06:30:00.000,5.48,326.54,4.57,-3.02
2024-04-03,06:40:00.000,2.25,327.31,1.90,-1.22
2024-04-03,06:50:00.000,1.96,334.90,1.77,-0.83
2024-04-03,07:00:00.000,1.23,3.83,1.23,0.08
2024-04-03,07:10:00.000,0.51,337.21,0.47,-0.20
2024-04-03,07:20:00.000,2.69,316.84,1.96,-1.84
2024-04-03,07:30:00.000,1.96,327.78,1.66,-1.05
2024-04-03,07:40:00.000,3.24,345.42,3.13,-0.81
2024-04-03,07:50:00.000,6.67,329.03,5.72,-3.43
2024-04-03,08:00:00.000,1.52,324.30,1.24,-0.89
2024-04-03,08:10:00.000,6.01,343.81,5.77,-1.68
2024-04-03,08:20:00.000,4.40,354.69,4.39,-0.41
2024-04-03,08:30:00.000,4.63,316.72,3.37,-3.18
2024-04-03,08:40:00.000,7.78,332.19,6.88,-3.63
2024-04-03,08:50:00.000,5.79,297.37,2.66,-5.14
2024-04-03,09:00:00.000,6.74,305.46,3.91,-5.49
2024-04-03,09:10:00.000,8.38,310.57,5.45,-6.37
2024-04-03,09:20:00.000,8.25,319.18,6.24,-5.39
2024-04-03,09:30:00.000,5.86,299.76,2.91,-5.09
2024-04-03,09:40:00.000,9.53,303.86,5.31,-7.92
2024-04-03,09:50:00.000,8.05,295.83,3.51,-7.24
2024-04-03,10:00:00.000,6.88,306.72,4.12,-5.52
2024-04-03,10:10:00.000,9.06,303.71,5.03,-7.53
2024-04-03,10:20:00.000,8.94,303.21,4.90,-7.48
2024-04-03,10:30:00.000,6.67,301.77,3.51,-5.67
2024-04-03,10:40:00.000,8.11,314.21,5.66,-5.82
2024-04-03,10:50:00.000,6.88,317.21,5.05,-4.68
2024-04-03,11:00:00.000,7.03,336.79,6.46,-2.77
2024-04-03,11:10:00.000,3.55,324.10,2.87,-2.08
2024-04-03,11:20:00.000,2.92,323.76,2.36,-1.73
2024-04-03,11:30:00.000,9.59,326.41,7.99,-5.31
2024-04-03,11:40:00.000,7.18,331.45,6.30,-3.43
2024-04-03,11:50:00.000,6.30,331.98,5.56,-2.96
2024-04-03,12:00:00.000,7.78,327.05,6.53,-4.23
2024-04-03,12:10:00.000,3.78,340.85,3.57,-1.24
2024-04-03,12:20:00.000,8.94,343.16,8.55,-2.59
2024-04-03,12:30:00.000,3.70,347.89,3.62,-0.78
2024-04-03,12:40:00.000,10.50,334.35,9.46,-4.55
2024-04-03,12:50:00.000,7.45,335.19,6.76,-3.13
2024-04-03,13:00:00.000,6.67,354.89,6.64,-0.59
2024-04-03,13:10:00.000,8.51,335.69,7.76,-3.50
2024-04-03,13:20:00.000,9.18,337.08,8.45,-3.57
2024-04-03,13:30:00.000,9.29,330.86,8.12,-4.53
2024-04-03,13:40:00.000,6.96,346.16,6.76,-1.66
2024-04-03,13:50:00.000,8.82,340.70,8.32,-2.91
2024-04-03,14:00:00.000,7.98,340.48,7.52,-2.67
2024-04-03,14:10:00.000,7.85,352.22,7.78,-1.06
2024-04-03,14:20:00.000,9.53,336.36,8.73,-3.82
2024-04-03,14:30:00.000,7.38,332.86,6.57,-3.37
2024-04-03,14:40:00.000,8.70,344.05,8.36,-2.39
2024-04-03,14:50:00.000,8.11,341.72,7.70,-2.55
2024-04-03,15:00:00.000,10.19,342.91,9.74,-2.99
2024-04-03,15:10:00.000,8.18,345.17,7.91,-2.09
2024-04-03,15:20:00.000,7.45,337.34,6.87,-2.87
2024-04-03,15:30:00.000,9.29,346.84,9.05,-2.12
2024-04-03,15:40:00.000,8.82,339.51,8.26,-3.09
2024-04-03,15:50:00.000,8.51,333.65,7.63,-3.78
2024-04-03,16:00:00.000,9.93,342.50,9.47,-2.98
2024-04-03,16:10:00.000,3.16,336.28,2.89,-1.27
2024-04-03,16:20:00.000,9.18,339.13,8.57,-3.27
2024-04-03,16:30:00.000,7.03,342.16,6.69,-2.15
2024-04-03,16:40:00.000,8.18,333.57,7.33,-3.64
2024-04-03,16:50:00.000,7.72,345.22,7.46,-1.97
2024-04-03,17:00:00.000,8.11,342.62,7.74,-2.42
2024-04-03,17:10:00.000,4.33,350.26,4.26,-0.73
2024-04-03,17:20:00.000,6.59,333.67,5.91,-2.92
2024-04-03,17:30:00.000,7.25,337.76,6.71,-2.74
2024-04-03,17:40:00.000,2.54,331.31,2.23,-1.22
2024-04-03,17:50:00.000,2.40,355.36,2.39,-0.19
2024-04-03,18:00:00.000,2.69,346.51,2.62,-0.63
2024-04-03,18:10:00.000,11.58,30.62,9.97,5.90
2024-04-03,18:20:00.000,12.67,39.27,9.81,8.02
2024-04-03,18:30:00.000,13.06,39.67,10.06,8.34
2024-04-03,18:40:00.000,12.96,42.76,9.51,8.80
2024-04-03,18:50:00.000,11.08,48.85,7.29,8.35
2024-04-03,19:00:00.000,11.40,47.74,7.67,8.44
2024-04-03,19:10:00.000,13.20,33.20,11.05,7.23
2024-04-03,19:20:00.000,14.27,42.94,10.44,9.72
2024-04-03,19:30:00.000,13.63,41.01,10.29,8.94
2024-04-03,19:40:00.000,13.52,38.12,10.64,8.35
2024-04-03,19:50:00.000,14.58,42.89,10.68,9.92
2024-04-03,20:00:00.000,11.96,39.40,9.24,7.59
2024-04-03,20:10:00.000,9.77,63.29,4.39,8.73
2024-04-03,20:20:00.000,10.39,70.21,3.52,9.78
2024-04-03,20:30:00.000,10.65,80.33,1.79,10.50
2024-04-03,20:40:00.000,9.82,79.03,1.87,9.64
2024-04-03,20:50:00.000,11.45,82.76,1.44,11.36
2024-04-03,21:00:00.000,10.60,77.76,2.25,10.36
2024-04-03,21:10:00.000,10.55,78.75,2.06,10.35
2024-04-03,21:20:00.000,9.98,78.06,2.06,9.76
2024-04-03,21:30:00.000,10.24,81.03,1.60,10.11
2024-04-03,21:40:00.000,8.88,79.89,1.56,8.74
2024-04-03,21:50:00.000,8.76,65.65,3.61,7.98
2024-04-03,22:00:00.000,9.00,68.32,3.32,8.36
2024-04-03,22:10:00.000,10.34,58.10,5.46,8.78
2024-04-03,22:20:00.000,8.18,52.05,5.03,6.45
2024-04-03,22:30:00.000,8.38,58.37,4.39,7.14
2024-04-03,22:40:00.000,7.98,54.84,4.60,6.52
2024-04-03,22:50:00.000,8.25,39.79,6.34,5.28
2024-04-03,23:00:00.000,7.45,44.56,5.31,5.23
2024-04-03,23:10:00.000,7.45,37.89,5.88,4.58
2024-04-03,23:20:00.000,8.45,32.32,7.14,4.52
2024-04-03,23:30:00.000,7.65,33.81,6.36,4.26
2024-04-03,23:40:00.000,8.11,31.24,6.94,4.21
2024-04-03,23:50:00.000,7.18,38.22,5.64,4.44
2024-04-04,00:00:00.000,8.05,42.71,5.91,5.46
2024-04-04,00:10:00.000,7.45,38.95,5.79,4.68
2024-04-04,00:20:00.000,7.92,39.08,6.14,4.99
2024-04-04,00:30:00.000,6.67,17.17,6.37,1.97
2024-04-04,00:40:00.000,6.59,20.10,6.19,2.27
2024-04-04,00:50:00.000,8.05,15.69,7.75,2.18
2024-04-04,01:00:00.000,7.52,29.61,6.53,3.71
2024-04-04,01:10:00.000,6.08,32.59,5.12,3.28
2024-04-04,01:20:00.000,7.38,16.10,7.09,2.05
2024-04-04,01:30:00.000,5.79,43.51,4.20,3.99
2024-04-04,01:40:00.000,7.98,27.34,7.09,3.67
2024-04-04,01:50:00.000,7.18,46.86,4.91,5.24
2024-04-04,02:00:00.000,7.58,51.45,4.72,5.93
2024-04-04,02:10:00.000,7.45,58.21,3.92,6.33
2024-04-04,02:20:00.000,7.32,61.88,3.45,6.45
2024-04-04,02:30:00.000,7.32,71.83,2.28,6.95
2024-04-04,02:40:00.000,8.70,66.81,3.43,8.00
2024-04-04,02:50:00.000,8.82,61.18,4.25,7.73
2024-04-04,03:00:00.000,9.59,76.12,2.30,9.31
2024-04-04,03:10:00.000,7.78,74.78,2.04,7.51
2024-04-04,03:20:00.000,9.93,74.50,2.65,9.56
2024-04-04,03:30:00.000,10.34,71.98,3.20,9.83
2024-04-04,03:40:00.000,10.45,82.73,1.32,10.36
2024-04-04,03:50:00.000,10.29,84.23,1.04,10.24
2024-04-04,04:00:00.000,9.98,81.94,1.40,9.88
2024-04-04,04:10:00.000,8.94,87.44,0.40,8.93
2024-04-04,04:20:00.000,9.18,99.45,-1.51,9.05
2024-04-04,04:30:00.000,10.45,103.75,-2.48,10.15
2024-04-04,04:40:00.000,9.53,93.87,-0.64,9.51
2024-04-04,04:50:00.000,8.51,82.18,1.16,8.43
2024-04-04,05:00:00.000,8.18,85.34,0.66,8.15
2024-04-04,05:10:00.000,5.94,76.32,1.40,5.77
2024-04-04,05:20:00.000,5.02,52.59,3.05,3.99
2024-04-04,05:30:00.000,1.96,37.46,1.56,1.19
2024-04-04,05:40:00.000,5.17,57.00,2.82,4.34
2024-04-04,05:50:00.000,1.38,67.40,0.53,1.27
2024-04-04,06:00:00.000,1.23,47.25,0.83,0.90
2024-04-04,06:10:00.000,2.03,60.79,0.99,1.77
2024-04-04,06:20:00.000,2.40,49.15,1.57,1.81
2024-04-04,06:30:00.000,3.70,71.06,1.20,3.50
2024-04-04,06:40:00.000,7.25,68.45,2.66,6.74
2024-04-04,06:50:00.000,7.25,82.14,0.99,7.18
2024-04-04,07:00:00.000,6.81,80.02,1.18,6.71
2024-04-04,07:10:00.000,5.17,85.72,0.39,5.16
2024-04-04,07:20:00.000,4.94,75.47,1.24,4.78
2024-04-04,07:30:00.000,5.86,82.75,0.74,5.82
2024-04-04,07:40:00.000,3.55,67.73,1.34,3.28
2024-04-04,07:50:00.000,3.86,83.22,0.46,3.83
2024-04-04,08:00:00.000,4.63,99.04,-0.73,4.58
2024-04-04,08:10:00.000,3.47,86.80,0.19,3.46
2024-04-04,08:20:00.000,2.18,130.28,-1.41,1.66
2024-04-04,08:30:00.000,0.83,107.90,-0.26,0.79
2024-04-04,08:40:00.000,4.33,100.06,-0.76,4.26
2024-04-04,08:50:00.000,1.30,104.04,-0.32,1.26
2024-04-04,09:00:00.000,1.30,116.12,-0.57,1.17
2024-04-04,09:10:00.000,0.83,85.82,0.06,0.83
2024-04-04,09:20:00.000,1.38,127.93,-0.85,1.09
2024-04-04,09:30:00.000,4.40,140.20,-3.38,2.82
2024-04-04,09:40:00.000,3.78,141.79,-2.97,2.34
2024-04-04,09:50:00.000,1.60,104.49,-0.40,1.54
2024-04-04,10:00:00.000,1.74,121.07,-0.90,1.49
2024-04-04,10:10:00.000,0.83,142.47,-0.66,0.51
2024-04-04,10:20:00.000,0.46,143.97,-0.37,0.27
2024-04-04,10:30:00.000,0.40,59.26,0.20,0.34
2024-04-04,10:40:00.000,0.57,93.90,-0.04,0.57
2024-04-04,10:50:00.000,0.83,127.48,-0.51,0.66
2024-04-04,11:00:00.000,0.40,86.00,0.03,0.40
2024-04-04,11:10:00.000,0.34,91.91,-0.01,0.34
2024-04-04,11:20:00.000,0.28,90.63,-0.00,0.28
