Date,Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2024-04-18,19:10:00.000,5.25,189.67,-5.18,-0.88
2024-04-18,19:20:00.000,5.94,181.01,-5.94,-0.10
2024-04-18,19:30:00.000,2.92,200.12,-2.75,-1.01
2024-04-18,19:40:00.000,2.85,171.74,-2.82,0.41
2024-04-18,19:50:00.000,1.74,178.66,-1.74,0.04
2024-04-18,20:00:00.000,3.08,156.32,-2.82,1.24
2024-04-18,20:10:00.000,2.92,132.62,-1.98,2.15
2024-04-18,20:20:00.000,2.77,214.84,-2.27,-1.58
2024-04-18,20:30:00.000,9.65,181.83,-9.65,-0.31
2024-04-18,20:40:00.000,2.33,168.25,-2.28,0.47
2024-04-18,20:50:00.000,9.06,198.15,-8.61,-2.82
2024-04-18,21:00:00.000,9.82,163.98,-9.44,2.71
2024-04-18,21:10:00.000,6.37,174.48,-6.34,0.61
2024-04-18,21:20:00.000,4.63,181.06,-4.63,-0.09
2024-04-18,21:30:00.000,2.25,229.41,-1.47,-1.71
2024-04-18,21:40:00.000,8.38,177.83,-8.37,0.32
2024-04-18,21:50:00.000,3.70,198.50,-3.51,-1.18
2024-04-18,22:00:00.000,4.87,219.83,-3.74,-3.12
2024-04-18,22:10:00.000,2.47,238.99,-1.27,-2.12
2024-04-18,22:20:00.000,2.54,204.67,-2.31,-1.06
2024-04-18,22:30:00.000,2.33,185.71,-2.31,-0.23
2024-04-18,22:40:00.000,2.33,292.29,0.88,-2.15
2024-04-18,22:50:00.000,1.96,236.49,-1.08,-1.63
2024-04-18,23:00:00.000,2.18,173.42,-2.16,0.25
2024-04-18,23:10:00.000,1.45,180.91,-1.45,-0.02
2024-04-18,23:20:00.000,2.25,258.50,-0.45,-2.21
2024-04-18,23:30:00.000,4.87,205.84,-4.38,-2.12
2024-04-18,23:40:00.000,5.02,190.17,-4.94,-0.89
2024-04-18,23:50:00.000,5.17,210.53,-4.46,-2.63
2024-04-19,00:00:00.000,5.10,202.82,-4.70,-1.98
2024-04-19,00:10:00.000,5.02,196.55,-4.81,-1.43
2024-04-19,00:20:00.000,3.86,227.18,-2.62,-2.83
2024-04-19,00:30:00.000,4.40,199.59,-4.15,-1.48
2024-04-19,00:40:00.000,1.60,215.59,-1.30,-0.93
2024-04-19,00:50:00.000,2.47,191.65,-2.42,-0.50
2024-04-19,01:00:00.000,0.90,209.03,-0.79,-0.44
2024-04-19,01:10:00.000,1.60,255.45,-0.40,-1.54
2024-04-19,01:20:00.000,3.00,199.62,-2.83,-1.01
2024-04-19,01:30:00.000,1.96,206.12,-1.76,-0.86
2024-04-19,01:40:00.000,1.52,222.29,-1.13,-1.02
2024-04-19,01:50:00.000,0.51,210.28,-0.44,-0.26
2024-04-19,02:00:00.000,1.38,269.98,-0.00,-1.38
2024-04-19,02:10:00.000,1.23,187.37,-1.22,-0.16
2024-04-19,02:20:00.000,2.25,188.99,-2.22,-0.35
2024-04-19,02:30:00.000,0.90,193.91,-0.87,-0.22
2024-04-19,02:40:00.000,4.17,174.33,-4.15,0.41
2024-04-19,02:50:00.000,0.77,210.96,-0.66,-0.40
2024-04-19,03:00:00.000,2.92,178.83,-2.92,0.06
2024-04-19,03:10:00.000,1.74,165.57,-1.69,0.43
2024-04-19,03:20:00.000,2.18,158.66,-2.03,0.79
2024-04-19,03:30:00.000,2.18,157.76,-2.02,0.82
2024-04-19,03:40:00.000,2.33,143.13,-1.86,1.40
2024-04-19,03:50:00.000,2.25,169.25,-2.21,0.42
2024-04-19,04:00:00.000,1.81,141.56,-1.42,1.13
2024-04-19,04:10:00.000,1.03,140.67,-0.80,0.65
2024-04-19,04:20:00.000,1.45,132.76,-0.98,1.06
2024-04-19,04:30:00.000,3.39,127.54,-2.07,2.69
2024-04-19,04:40:00.000,1.74,141.71,-1.37,1.08
2024-04-19,04:50:00.000,2.18,126.81,-1.31,1.74
2024-04-19,05:00:00.000,1.81,134.87,-1.28,1.29
2024-04-19,05:10:00.000,1.38,142.82,-1.10,0.83
2024-04-19,05:20:00.000,1.74,142.04,-1.37,1.07
2024-04-19,05:30:00.000,2.33,160.05,-2.19,0.79
2024-04-19,05:40:00.000,1.38,140.84,-1.07,0.87
2024-04-19,05:50:00.000,1.16,159.99,-1.09,0.40
2024-04-19,06:00:00.000,1.89,133.83,-1.31,1.36
2024-04-19,06:10:00.000,1.74,139.81,-1.33,1.12
2024-04-19,06:20:00.000,1.16,155.53,-1.06,0.48
2024-04-19,06:30:00.000,1.30,150.53,-1.13,0.64
2024-04-19,06:40:00.000,1.67,130.13,-1.08,1.28
2024-04-19,06:50:00.000,2.03,109.91,-0.69,1.91
2024-04-19,07:00:00.000,0.90,137.60,-0.66,0.61
2024-04-19,07:10:00.000,1.23,110.14,-0.42,1.15
2024-04-19,07:20:00.000,0.83,159.47,-0.78,0.29
2024-04-19,07:30:00.000,0.51,98.77,-0.08,0.51
2024-04-19,07:40:00.000,1.45,343.89,1.39,-0.40
2024-04-19,07:50:00.000,1.16,119.35,-0.57,1.01
2024-04-19,08:00:00.000,1.45,89.57,0.01,1.45
2024-04-19,08:10:00.000,0.46,151.32,-0.40,0.22
2024-04-19,08:20:00.000,1.03,135.28,-0.73,0.73
2024-04-19,08:30:00.000,0.64,127.74,-0.39,0.50
2024-04-19,08:40:00.000,1.16,156.81,-1.07,0.46
2024-04-19,08:50:00.000,0.83,179.15,-0.83,0.01
2024-04-19,09:00:00.000,0.77,123.80,-0.43,0.64
2024-04-19,09:10:00.000,0.77,142.10,-0.61,0.47
2024-04-19,09:20:00.000,1.45,56.57,0.80,1.21
2024-04-19,09:30:00.000,0.97,93.76,-0.06,0.96
2024-04-19,09:40:00.000,1.96,82.31,0.26,1.94
2024-04-19,09:50:00.000,1.81,95.84,-0.18,1.80
2024-04-19,10:00:00.000,0.57,134.87,-0.40,0.40
2024-04-19,10:10:00.000,1.03,86.78,0.06,1.03
2024-04-19,10:20:00.000,0.70,132.04,-0.47,0.52
2024-04-19,10:30:00.000,1.16,158.55,-1.08,0.43
2024-04-19,10:40:00.000,0.77,76.74,0.18,0.75
2024-04-19,10:50:00.000,0.57,140.77,-0.44,0.36
2024-04-19,11:00:00.000,0.90,342.71,0.86,-0.27
2024-04-19,11:10:00.000,1.96,345.73,1.90,-0.48
2024-04-19,11:20:00.000,0.83,253.17,-0.24,-0.80
2024-04-19,11:30:00.000,5.41,294.23,2.22,-4.93
2024-04-19,11:40:00.000,2.77,278.53,0.41,-2.74
2024-04-19,11:50:00.000,5.56,353.19,5.52,-0.66
2024-04-19,12:00:00.000,0.70,184.76,-0.70,-0.06
2024-04-19,12:10:00.000,5.10,332.26,4.51,-2.37
2024-04-19,12:20:00.000,4.94,340.25,4.65,-1.67
2024-04-19,12:30:00.000,2.25,321.43,1.76,-1.40
2024-04-19,12:40:00.000,9.98,344.67,9.62,-2.64
2024-04-19,12:50:00.000,0.83,346.48,0.81,-0.20
2024-04-19,13:00:00.000,8.25,320.02,6.32,-5.30
2024-04-19,13:10:00.000,8.31,308.27,5.15,-6.53
2024-04-19,13:20:00.000,4.56,317.43,3.36,-3.08
2024-04-19,13:30:00.000,7.85,308.73,4.91,-6.12
2024-04-19,13:40:00.000,8.38,304.36,4.73,-6.92
2024-04-19,13:50:00.000,8.11,304.40,4.58,-6.70
2024-04-19,14:00:00.000,9.35,307.71,5.72,-7.40
2024-04-19,14:10:00.000,6.74,325.37,5.54,-3.83
2024-04-19,14:20:00.000,10.65,317.32,7.83,-7.22
2024-04-19,14:30:00.000,8.45,338.81,7.88,-3.05
2024-04-19,14:40:00.000,6.30,299.90,3.14,-5.46
2024-04-19,14:50:00.000,10.95,347.98,10.71,-2.28
2024-04-19,15:00:00.000,4.63,302.23,2.47,-3.92
2024-04-19,15:10:00.000,11.40,334.11,10.26,-4.98
2024-04-19,15:20:00.000,10.39,333.82,9.33,-4.59
2024-04-19,15:30:00.000,4.56,2.37,4.55,0.19
2024-04-19,15:40:00.000,6.67,356.55,6.65,-0.40
2024-04-19,15:50:00.000,10.90,0.07,10.90,0.01
2024-04-19,16:00:00.000,11.54,358.33,11.53,-0.34
2024-04-19,16:10:00.000,5.17,356.36,5.16,-0.33
2024-04-19,16:20:00.000,3.70,5.93,3.68,0.38
2024-04-19,16:30:00.000,9.65,350.80,9.53,-1.54
2024-04-19,16:40:00.000,10.08,358.68,10.08,-0.23
2024-04-19,16:50:00.000,6.45,353.71,6.41,-0.71
2024-04-19,17:00:00.000,5.86,349.37,5.76,-1.08
2024-04-19,17:10:00.000,7.18,349.39,7.05,-1.32
2024-04-19,17:20:00.000,7.58,357.00,7.57,-0.40
2024-04-19,17:30:00.000,5.94,354.62,5.91,-0.56
2024-04-19,17:40:00.000,7.45,341.53,7.07,-2.36
2024-04-19,17:50:00.000,7.92,347.60,7.73,-1.70
2024-04-19,18:00:00.000,10.65,358.72,10.65,-0.24
2024-04-19,18:10:00.000,8.18,344.59,7.89,-2.17
2024-04-19,18:20:00.000,9.06,345.47,8.77,-2.27
2024-04-19,18:30:00.000,10.13,351.74,10.03,-1.46
2024-04-19,18:40:00.000,11.22,6.88,11.14,1.34
2024-04-19,18:50:00.000,8.76,12.28,8.56,1.86
2024-04-19,19:00:00.000,10.50,3.01,10.48,0.55
2024-04-19,19:10:00.000,7.32,23.50,6.71,2.92
2024-04-19,19:20:00.000,9.47,20.21,8.89,3.27
2024-04-19,19:30:00.000,9.35,29.50,8.14,4.61
2024-04-19,19:40:00.000,10.60,19.90,9.97,3.61
2024-04-19,19:50:00.000,10.65,19.13,10.07,3.49
2024-04-19,20:00:00.000,6.52,27.35,5.79,3.00
2024-04-19,20:10:00.000,9.98,13.83,9.69,2.38
2024-04-19,20:20:00.000,10.55,17.67,10.05,3.20
2024-04-19,20:30:00.000,11.27,33.73,9.37,6.25
2024-04-19,20:40:00.000,10.03,30.06,8.68,5.02
2024-04-19,20:50:00.000,10.65,1.26,10.65,0.23
2024-04-19,21:00:00.000,7.72,8.54,7.63,1.15
2024-04-19,21:10:00.000,6.30,17.11,6.02,1.85
2024-04-19,21:20:00.000,6.01,12.85,5.86,1.34
2024-04-19,21:30:00.000,9.82,1.31,9.82,0.22
2024-04-19,21:40:00.000,7.65,346.04,7.42,-1.85
2024-04-19,21:50:00.000,8.25,38.23,6.48,5.10
2024-04-19,22:00:00.000,9.71,45.04,6.86,6.87
2024-04-19,22:10:00.000,8.58,47.76,5.77,6.35
2024-04-19,22:20:00.000,7.52,40.12,5.75,4.84
2024-04-19,22:30:00.000,8.58,35.57,6.98,4.99
2024-04-19,22:40:00.000,8.25,38.40,6.46,5.12
2024-04-19,22:50:00.000,6.01,32.72,5.06,3.25
2024-04-19,23:00:00.000,8.64,29.65,7.51,4.27
2024-04-19,23:10:00.000,6.08,12.32,5.94,1.30
2024-04-19,23:20:00.000,6.37,42.11,4.73,4.27
2024-04-19,23:30:00.000,1.60,48.02,1.07,1.19
2024-04-19,23:40:00.000,3.00,35.53,2.44,1.74
2024-04-19,23:50:00.000,7.85,38.13,6.17,4.85
2024-04-20,00:00:00.000,7.52,50.16,4.82,5.77
2024-04-20,00:10:00.000,6.30,56.34,3.49,5.24
2024-04-20,00:20:00.000,5.10,53.89,3.00,4.12
2024-04-20,00:30:00.000,1.30,51.19,0.82,1.02
2024-04-20,00:40:00.000,1.30,43.11,0.95,0.89
2024-04-20,00:50:00.000,2.54,30.66,2.19,1.30
2024-04-20,01:00:00.000,4.17,41.80,3.11,2.78
2024-04-20,01:10:00.000,6.23,20.37,5.84,2.17
2024-04-20,01:20:00.000,3.39,16.94,3.24,0.99
2024-04-20,01:30:00.000,4.87,24.33,4.43,2.00
2024-04-20,01:40:00.000,5.79,19.53,5.46,1.94
2024-04-20,01:50:00.000,6.96,10.51,6.84,1.27
2024-04-20,02:00:00.000,5.94,15.64,5.72,1.60
2024-04-20,02:10:00.000,5.48,22.29,5.07,2.08
2024-04-20,02:20:00.000,2.85,30.32,2.46,1.44
2024-04-20,02:30:00.000,4.94,10.13,4.87,0.87
2024-04-20,02:40:00.000,1.60,32.41,1.35,0.85
2024-04-20,02:50:00.000,2.54,29.66,2.21,1.26
2024-04-20,03:00:00.000,4.71,1.23,4.71,0.10
2024-04-20,03:10:00.000,1.96,37.37,1.56,1.19
2024-04-20,03:20:00.000,5.17,12.23,5.06,1.10
2024-04-20,03:30:00.000,4.09,22.72,3.78,1.58
2024-04-20,03:40:00.000,5.86,42.40,4.33,3.95
2024-04-20,03:50:00.000,8.88,33.60,7.39,4.91
2024-04-20,04:00:00.000,7.03,38.23,5.52,4.35
2024-04-20,04:10:00.000,3.70,80.46,0.61,3.65
2024-04-20,04:20:00.000,4.48,67.25,1.73,4.13
2024-04-20,04:30:00.000,2.25,90.12,-0.00,2.25
2024-04-20,04:40:00.000,4.79,81.66,0.69,4.74
2024-04-20,04:50:00.000,2.62,84.39,0.26,2.60
2024-04-20,05:00:00.000,0.77,81.48,0.11,0.76
2024-04-20,05:10:00.000,1.10,75.89,0.27,1.06
2024-04-20,05:20:00.000,2.25,28.07,1.99,1.06
2024-04-20,05:30:00.000,5.48,33.41,4.58,3.02
2024-04-20,05:40:00.000,5.56,34.11,4.60,3.12
2024-04-20,05:50:00.000,8.58,39.81,6.59,5.49
2024-04-20,06:00:00.000,8.38,40.06,6.41,5.39
2024-04-20,06:10:00.000,8.76,21.12,8.17,3.16
2024-04-20,06:20:00.000,9.00,41.16,6.77,5.92
2024-04-20,06:30:00.000,7.38,25.33,6.67,3.16
2024-04-20,06:40:00.000,6.59,32.71,5.55,3.56
2024-04-20,06:50:00.000,5.79,24.83,5.25,2.43
2024-04-20,07:00:00.000,4.94,3.63,4.93,0.31
2024-04-20,07:10:00.000,7.10,21.42,6.61,2.59
2024-04-20,07:20:00.000,6.74,10.07,6.64,1.18
2024-04-20,07:30:00.000,7.52,19.37,7.09,2.49
2024-04-20,07:40:00.000,6.88,15.22,6.64,1.81
2024-04-20,07:50:00.000,6.37,35.39,5.20,3.69
2024-04-20,08:00:00.000,5.56,31.57,4.74,2.91
2024-04-20,08:10:00.000,7.18,39.75,5.52,4.59
2024-04-20,08:20:00.000,7.52,29.60,6.54,3.71
2024-04-20,08:30:00.000,7.25,32.57,6.11,3.90
2024-04-20,08:40:00.000,4.87,25.31,4.40,2.08
2024-04-20,08:50:00.000,5.94,21.39,5.53,2.17
2024-04-20,09:00:00.000,3.08,21.69,2.86,1.14
2024-04-20,09:10:00.000,7.18,25.47,6.48,3.09
2024-04-20,09:20:00.000,9.41,18.22,8.94,2.94
2024-04-20,09:30:00.000,9.77,18.15,9.28,3.04
2024-04-20,09:40:00.000,7.65,4.27,7.63,0.57
2024-04-20,09:50:00.000,10.50,18.49,9.96,3.33
2024-04-20,10:00:00.000,7.72,20.80,7.21,2.74
2024-04-20,10:10:00.000,3.00,33.72,2.50,1.67
2024-04-20,10:20:00.000,2.11,41.05,1.59,1.38
2024-04-20,10:30:00.000,8.18,33.16,6.85,4.47
2024-04-20,10:40:00.000,5.10,35.96,4.13,2.99
2024-04-20,10:50:00.000,7.52,18.32,7.13,2.36
2024-04-20,11:00:00.000,9.82,18.15,9.33,3.06
2024-04-20,11:10:00.000,6.59,19.22,6.23,2.17
2024-04-20,11:20:00.000,8.70,24.00,7.95,3.54
2024-04-20,11:30:00.000,5.79,4.70,5.77,0.47
2024-04-20,11:40:00.000,9.35,355.42,9.32,-0.75
2024-04-20,11:50:00.000,6.23,353.91,6.19,-0.66
2024-04-20,12:00:00.000,9.29,351.41,9.19,-1.39
2024-04-20,12:10:00.000,10.39,355.40,10.36,-0.83
2024-04-20,12:20:00.000,4.48,351.73,4.43,-0.64
2024-04-20,12:30:00.000,7.38,347.46,7.21,-1.60
2024-04-20,12:40:00.000,7.85,347.34,7.66,-1.72
2024-04-20,12:50:00.000,7.03,346.06,6.82,-1.69
2024-04-20,13:00:00.000,6.96,338.26,6.46,-2.58
2024-04-20,13:10:00.000,11.40,338.88,10.64,-4.11
2024-04-20,13:20:00.000,10.24,338.86,9.55,-3.69
2024-04-20,13:30:00.000,10.13,340.99,9.58,-3.30
2024-04-20,13:40:00.000,8.88,342.50,8.47,-2.67
2024-04-20,13:50:00.000,9.00,338.16,8.35,-3.35
2024-04-20,14:00:00.000,9.87,342.07,9.39,-3.04
2024-04-20,14:10:00.000,9.71,353.87,9.66,-1.04
2024-04-20,14:20:00.000,13.17,28.23,11.60,6.23
2024-04-20,14:30:00.000,12.99,32.61,10.94,7.00
2024-04-20,14:40:00.000,11.88,41.61,8.88,7.89
2024-04-20,14:50:00.000,9.71,44.70,6.90,6.83
2024-04-20,15:00:00.000,4.48,42.44,3.31,3.02
2024-04-20,15:10:00.000,7.98,35.65,6.49,4.65
2024-04-20,15:20:00.000,8.88,34.17,7.35,4.99
2024-04-20,15:30:00.000,9.93,8.48,9.82,1.46
2024-04-20,15:40:00.000,12.45,0.86,12.45,0.19
2024-04-20,15:50:00.000,9.87,352.53,9.79,-1.28
2024-04-20,16:00:00.000,10.76,5.54,10.71,1.04
2024-04-20,16:10:00.000,8.88,6.35,8.82,0.98
2024-04-20,16:20:00.000,6.45,4.64,6.43,0.52
2024-04-20,16:30:00.000,10.19,1.58,10.18,0.28
2024-04-20,16:40:00.000,9.06,1.66,9.05,0.26
2024-04-20,16:50:00.000,8.51,2.46,8.51,0.37
2024-04-20,17:00:00.000,8.38,0.08,8.38,0.01
2024-04-20,17:10:00.000,8.11,357.63,8.11,-0.34
2024-04-20,17:20:00.000,9.18,7.08,9.11,1.13
2024-04-20,17:30:00.000,10.99,352.13,10.89,-1.50
2024-04-20,17:40:00.000,12.88,343.27,12.34,-3.71
2024-04-20,17:50:00.000,12.17,355.14,12.12,-1.03
2024-04-20,18:00:00.000,8.88,352.81,8.81,-1.11
2024-04-20,18:10:00.000,11.31,3.04,11.29,0.60
2024-04-20,18:20:00.000,10.39,2.52,10.38,0.46
2024-04-20,18:30:00.000,10.90,356.94,10.89,-0.58
2024-04-20,18:40:00.000,7.72,355.53,7.69,-0.60
2024-04-20,18:50:00.000,10.76,357.76,10.75,-0.42
2024-04-20,19:00:00.000,9.23,347.06,9.00,-2.07
2024-04-20,19:10:00.000,11.36,353.74,11.29,-1.24
2024-04-20,19:20:00.000,8.31,355.35,8.29,-0.67
2024-04-20,19:30:00.000,9.00,1.96,8.99,0.31
2024-04-20,19:40:00.000,12.41,5.00,12.36,1.08
2024-04-20,19:50:00.000,10.08,351.83,9.98,-1.43
2024-04-20,20:00:00.000,8.51,8.97,8.41,1.33
2024-04-20,20:10:00.000,10.34,1.77,10.34,0.32
2024-04-20,20:20:00.000,12.04,3.73,12.02,0.78
2024-04-20,20:30:00.000,11.54,3.99,11.51,0.80
2024-04-20,20:40:00.000,13.52,356.16,13.49,-0.90
2024-04-20,20:50:00.000,10.29,6.93,10.21,1.24
2024-04-20,21:00:00.000,9.53,6.91,9.46,1.15
2024-04-20,21:10:00.000,11.13,3.56,11.11,0.69
2024-04-20,21:20:00.000,8.88,21.48,8.26,3.25
2024-04-20,21:30:00.000,11.40,5.26,11.35,1.05
2024-04-20,21:40:00.000,11.27,11.41,11.04,2.23
2024-04-20,21:50:00.000,9.59,17.91,9.13,2.95
2024-04-20,22:00:00.000,8.76,10.18,8.62,1.55
2024-04-20,22:10:00.000,10.71,20.59,10.02,3.77
2024-04-20,22:20:00.000,8.76,29.85,7.60,4.36
2024-04-20,22:30:00.000,8.51,28.74,7.46,4.09
2024-04-20,22:40:00.000,8.51,24.29,7.76,3.50
2024-04-20,22:50:00.000,10.95,30.42,9.44,5.54
2024-04-20,23:00:00.000,8.11,19.85,7.63,2.76
2024-04-20,23:10:00.000,8.51,30.74,7.32,4.35
2024-04-20,23:20:00.000,10.99,19.94,10.33,3.75
2024-04-20,23:30:00.000,10.34,27.90,9.14,4.84
2024-04-20,23:40:00.000,9.59,29.67,8.33,4.75
2024-04-20,23:50:00.000,11.13,16.46,10.67,3.15
2024-04-21,00:00:00.000,11.27,18.80,10.66,3.63
2024-04-21,00:10:00.000,9.06,20.34,8.49,3.15
2024-04-21,00:20:00.000,9.87,24.90,8.96,4.16
2024-04-21,00:30:00.000,9.12,28.27,8.03,4.32
2024-04-21,00:40:00.000,10.13,26.77,9.05,4.56
2024-04-21,00:50:00.000,7.25,27.67,6.42,3.37
2024-04-21,01:00:00.000,7.92,15.40,7.63,2.10
2024-04-21,01:10:00.000,8.51,24.34,7.76,3.51
2024-04-21,01:20:00.000,8.45,34.57,6.96,4.79
2024-04-21,01:30:00.000,10.55,40.09,8.07,6.79
2024-04-21,01:40:00.000,9.53,24.53,8.67,3.96
2024-04-21,01:50:00.000,9.59,30.61,8.26,4.88
2024-04-21,02:00:00.000,8.45,37.92,6.66,5.19
2024-04-21,02:10:00.000,9.29,33.92,7.71,5.19
2024-04-21,02:20:00.000,8.58,33.55,7.15,4.74
2024-04-21,02:30:00.000,6.96,19.37,6.56,2.31
2024-04-21,02:40:00.000,8.18,21.11,7.63,2.95
2024-04-21,02:50:00.000,7.45,34.77,6.12,4.25
2024-04-21,03:00:00.000,8.76,29.00,7.66,4.25
2024-04-21,03:10:00.000,8.38,26.04,7.53,3.68
2024-04-21,03:20:00.000,9.82,30.70,8.45,5.02
2024-04-21,03:30:00.000,9.29,29.35,8.10,4.56
2024-04-21,03:40:00.000,9.71,40.64,7.37,6.32
2024-04-21,03:50:00.000,10.19,33.51,8.49,5.62
2024-04-21,04:00:00.000,9.71,34.95,7.96,5.56
2024-04-21,04:10:00.000,10.39,37.06,8.29,6.26
2024-04-21,04:20:00.000,10.71,31.20,9.16,5.55
2024-04-21,04:30:00.000,9.23,28.18,8.14,4.36
2024-04-21,04:40:00.000,8.76,26.67,7.83,3.93
2024-04-21,04:50:00.000,8.64,35.16,7.06,4.98
2024-04-21,05:00:00.000,7.25,30.74,6.23,3.71
2024-04-21,05:10:00.000,7.58,24.33,6.91,3.12
2024-04-21,05:20:00.000,9.47,34.30,7.83,5.34
2024-04-21,05:30:00.000,10.45,30.80,8.97,5.35
2024-04-21,05:40:00.000,9.59,20.15,9.00,3.30
2024-04-21,05:50:00.000,11.67,22.43,10.79,4.45
2024-04-21,06:00:00.000,12.92,11.03,12.68,2.47
2024-04-21,06:10:00.000,9.71,3.22,9.70,0.55
2024-04-21,06:20:00.000,11.04,23.41,10.13,4.39
2024-04-21,06:30:00.000,6.67,12.82,6.50,1.48
2024-04-21,06:40:00.000,7.92,357.87,7.91,-0.29
2024-04-21,06:50:00.000,7.52,8.38,7.44,1.10
2024-04-21,07:00:00.000,7.03,3.67,7.02,0.45
2024-04-21,07:10:00.000,8.38,351.77,8.29,-1.20
2024-04-21,07:20:00.000,9.06,350.93,8.94,-1.43
2024-04-21,07:30:00.000,7.72,1.27,7.71,0.17
2024-04-21,07:40:00.000,7.58,354.29,7.54,-0.75
2024-04-21,07:50:00.000,6.67,15.21,6.43,1.75
2024-04-21,08:00:00.000,10.13,2.96,10.12,0.52
2024-04-21,08:10:00.000,10.50,19.18,9.92,3.45
2024-04-21,08:20:00.000,9.87,7.42,9.79,1.28
2024-04-21,08:30:00.000,7.32,20.02,6.87,2.50
2024-04-21,08:40:00.000,8.25,14.61,7.98,2.08
2024-04-21,08:50:00.000,10.76,4.60,10.72,0.86
2024-04-21,09:00:00.000,5.64,4.60,5.62,0.45
2024-04-21,09:10:00.000,7.38,16.02,7.10,2.04
2024-04-21,09:20:00.000,8.76,21.92,8.13,3.27
2024-04-21,09:30:00.000,9.06,20.37,8.49,3.15
2024-04-21,09:40:00.000,7.98,27.75,7.06,3.72
2024-04-21,09:50:00.000,7.52,25.34,6.79,3.22
2024-04-21,10:00:00.000,10.19,21.47,9.48,3.73
2024-04-21,10:10:00.000,8.18,16.21,7.86,2.28
2024-04-21,10:20:00.000,7.85,25.34,7.09,3.36
2024-04-21,10:30:00.000,8.05,22.31,7.45,3.06
2024-04-21,10:40:00.000,4.71,22.61,4.35,1.81
2024-04-21,10:50:00.000,6.74,8.59,6.66,1.01
2024-04-21,11:00:00.000,7.45,11.45,7.30,1.48
2024-04-21,11:10:00.000,8.45,12.18,8.26,1.78
2024-04-21,11:20:00.000,8.38,17.03,8.01,2.45
2024-04-21,11:30:00.000,7.98,9.66,7.87,1.34
2024-04-21,11:40:00.000,8.64,32.96,7.25,4.70
2024-04-21,11:50:00.000,9.59,17.99,9.12,2.96
2024-04-21,12:00:00.000,8.70,21.91,8.07,3.25
2024-04-21,12:10:00.000,8.64,27.55,7.66,4.00
2024-04-21,12:20:00.000,7.45,49.08,4.88,5.63
2024-04-21,12:30:00.000,10.08,49.81,6.51,7.70
2024-04-21,12:40:00.000,10.60,41.41,7.95,7.01
2024-04-21,12:50:00.000,11.76,37.23,9.36,7.12
2024-04-21,13:00:00.000,8.51,39.09,6.61,5.37
2024-04-21,13:10:00.000,11.22,38.17,8.82,6.93
2024-04-21,13:20:00.000,12.60,36.77,10.09,7.54
2024-04-21,13:30:00.000,10.95,42.04,8.13,7.33
2024-04-21,13:40:00.000,9.82,30.03,8.50,4.91
2024-04-21,13:50:00.000,9.82,39.94,7.53,6.31
2024-04-21,14:00:00.000,9.82,32.81,8.25,5.32
2024-04-21,14:10:00.000,10.65,44.87,7.55,7.52
2024-04-21,14:20:00.000,9.71,39.75,7.47,6.21
2024-04-21,14:30:00.000,9.12,37.01,7.28,5.49
2024-04-21,14:40:00.000,6.59,41.74,4.92,4.39
2024-04-21,14:50:00.000,8.76,31.62,7.46,4.59
2024-04-21,15:00:00.000,8.38,35.72,6.80,4.89
2024-04-21,15:10:00.000,9.59,37.14,7.65,5.79
2024-04-21,15:20:00.000,9.87,21.12,9.21,3.56
2024-04-21,15:30:00.000,10.55,29.31,9.20,5.16
2024-04-21,15:40:00.000,9.29,31.02,7.96,4.79
2024-04-21,15:50:00.000,10.24,24.47,9.32,4.24
2024-04-21,16:00:00.000,8.25,29.31,7.19,4.04
2024-04-21,16:10:00.000,9.00,33.90,7.47,5.02
2024-04-21,16:20:00.000,8.18,18.60,7.75,2.61
2024-04-21,16:30:00.000,6.74,9.93,6.64,1.16
2024-04-21,16:40:00.000,5.86,21.66,5.45,2.16
2024-04-21,16:50:00.000,6.81,41.40,5.11,4.50
2024-04-21,17:00:00.000,8.38,30.06,7.25,4.20
2024-04-21,17:10:00.000,5.33,39.15,4.13,3.36
2024-04-21,17:20:00.000,6.88,38.94,5.36,4.33
2024-04-21,17:30:00.000,5.41,41.69,4.04,3.60
2024-04-21,17:40:00.000,6.45,39.57,4.97,4.11
2024-04-21,17:50:00.000,4.71,47.02,3.21,3.45
2024-04-21,18:00:00.000,6.16,43.47,4.47,4.23
2024-04-21,18:10:00.000,5.64,49.78,3.64,4.30
2024-04-21,18:20:00.000,7.78,51.17,4.88,6.06
2024-04-21,18:30:00.000,5.56,49.25,3.63,4.21
2024-04-21,18:40:00.000,2.77,59.45,1.41,2.38
2024-04-21,18:50:00.000,7.38,58.06,3.91,6.27
2024-04-21,19:00:00.000,5.79,60.37,2.86,5.03
2024-04-21,19:10:00.000,6.08,65.46,2.53,5.53
2024-04-21,19:20:00.000,6.88,64.07,3.01,6.19
2024-04-21,19:30:00.000,8.18,65.65,3.37,7.45
2024-04-21,19:40:00.000,6.96,68.49,2.55,6.47
2024-04-21,19:50:00.000,6.52,64.80,2.78,5.90
2024-04-21,20:00:00.000,7.45,62.88,3.40,6.63
2024-04-21,20:10:00.000,4.33,72.77,1.28,4.13
2024-04-21,20:20:00.000,6.45,61.71,3.06,5.68
2024-04-21,20:30:00.000,5.10,70.22,1.72,4.80
2024-04-21,20:40:00.000,5.64,57.30,3.05,4.74
2024-04-21,20:50:00.000,5.94,65.15,2.49,5.39
