ISO 8601 Time,Temperature (C)
2021-08-12T06:52:17.000,11.4855
2021-08-12T07:02:17.000,11.4869
2021-08-12T07:12:17.000,11.4883
2021-08-12T07:22:17.000,11.4855
2021-08-12T07:32:17.000,11.4785
2021-08-12T07:42:17.000,11.4601
2021-08-12T07:52:17.000,11.4531
2021-08-12T08:02:17.000,11.4390
2021-08-12T08:12:17.000,11.4376
2021-08-12T08:22:17.000,11.4376
2021-08-12T08:32:17.000,11.4334
2021-08-12T08:42:17.000,11.4334
2021-08-12T08:52:17.000,11.4432
2021-08-12T09:02:17.000,11.4475
2021-08-12T09:12:17.000,11.4517
2021-08-12T09:22:17.000,11.4559
2021-08-12T09:32:17.000,11.4023
2021-08-12T09:42:17.000,11.3445
2021-08-12T09:52:17.000,11.3445
2021-08-12T10:02:17.000,11.3741
2021-08-12T10:12:17.000,11.4235
2021-08-12T10:22:17.000,11.4658
2021-08-12T10:32:17.000,11.4714
2021-08-12T10:42:17.000,11.4785
2021-08-12T10:52:17.000,11.4883
2021-08-12T11:02:17.000,11.4954
2021-08-12T11:12:17.000,11.5024
2021-08-12T11:22:17.000,11.5038
2021-08-12T11:32:17.000,11.5067
2021-08-12T11:42:17.000,11.5123
2021-08-12T11:52:17.000,11.5123
2021-08-12T12:02:17.000,11.5137
2021-08-12T12:12:17.000,11.5165
2021-08-12T12:22:17.000,11.5193
2021-08-12T12:32:17.000,11.5250
2021-08-12T12:42:17.000,11.5250
2021-08-12T12:52:17.000,11.5264
2021-08-12T13:02:17.000,11.5207
2021-08-12T13:12:17.000,11.4954
2021-08-12T13:22:17.000,11.3177
2021-08-12T13:32:17.000,11.3530
2021-08-12T13:42:17.000,11.3078
2021-08-12T13:52:17.000,11.2202
2021-08-12T14:02:17.000,11.1962
2021-08-12T14:12:17.000,11.1991
2021-08-12T14:22:17.000,11.2132
2021-08-12T14:32:17.000,11.2301
2021-08-12T14:42:17.000,11.2584
2021-08-12T14:52:17.000,11.3064
2021-08-12T15:02:17.000,11.3473
2021-08-12T15:12:17.000,11.3953
2021-08-12T15:22:17.000,11.4277
2021-08-12T15:32:17.000,11.4573
2021-08-12T15:42:17.000,11.4728
2021-08-12T15:52:17.000,11.4799
2021-08-12T16:02:17.000,11.4855
2021-08-12T16:12:17.000,11.4897
2021-08-12T16:22:17.000,11.4954
2021-08-12T16:32:17.000,11.4982
2021-08-12T16:42:17.000,11.4982
2021-08-12T16:52:17.000,11.4996
2021-08-12T17:02:17.000,11.4982
2021-08-12T17:12:17.000,11.4982
2021-08-12T17:22:17.000,11.4996
2021-08-12T17:32:17.000,11.5024
2021-08-12T17:42:17.000,11.5010
2021-08-12T17:52:17.000,11.5010
2021-08-12T18:02:17.000,11.5038
2021-08-12T18:12:17.000,11.5038
2021-08-12T18:22:17.000,11.5024
2021-08-12T18:32:17.000,11.5081
2021-08-12T18:42:17.000,11.5067
2021-08-12T18:52:17.000,11.5081
2021-08-12T19:02:17.000,11.5095
2021-08-12T19:12:17.000,11.5067
2021-08-12T19:22:17.000,11.5067
2021-08-12T19:32:17.000,11.5010
2021-08-12T19:42:17.000,11.4996
2021-08-12T19:52:17.000,11.4954
2021-08-12T20:02:17.000,11.4897
2021-08-12T20:12:17.000,11.4827
2021-08-12T20:22:17.000,11.4813
2021-08-12T20:32:17.000,11.4460
2021-08-12T20:42:17.000,11.4207
2021-08-12T20:52:17.000,11.4221
2021-08-12T21:02:17.000,11.4193
2021-08-12T21:12:17.000,11.4122
2021-08-12T21:22:17.000,11.4235
2021-08-12T21:32:17.000,11.4503
2021-08-12T21:42:17.000,11.4700
2021-08-12T21:52:17.000,11.4714
2021-08-12T22:02:17.000,11.4658
2021-08-12T22:12:17.000,11.4644
2021-08-12T22:22:17.000,11.4376
2021-08-12T22:32:17.000,11.3600
2021-08-12T22:42:17.000,11.2527
2021-08-12T22:52:17.000,11.1793
2021-08-12T23:02:17.000,11.0365
