Name,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,Ascidiella aspersa,Aulacomya atra,Anthothoe chilensis,Aplidium sp.,Austromegabalanus psittacus,Asterocarpa humilis,Corella eumyota,Aequipecten tehuelchus,Magellania venosa,Bryozoan,Corynactis carnea,Ciona intestinalis,Colonial tunicate,Ciona robusta,Rock boring bivalves,Diplosoma listerianum,Halcurias sp.,Hydrozoan,Lissoclinum fragile,Metridium senile,Myxicola,Paramolgula gregaria,Parabunodactis imperfecta,Clathria sp.,Cliona sp.,Sponge: Encrusting,Sponge: Masive,Sponge: Repent,Darwinella cf. rosacea,Tripalea clavaria,Terebellidae,Sponge: Tubular,Worms: Polychaetes: Tube worms,Sponge: massive violet,Bare Substrate,brown encrusting algae,Crustose coralline algae,Codium vermilara/fragile,Corallina officinalis (substratum),Colpomenia sinuosa,Dictyota dichotoma,Macroalgae: Filamentous,Lomentaria clavellosa,Hymenena/Phycodrys ,Ulva sp.,Juvenile Undaria pinnatifida,Sponge: Calcareous
IMG_5166 00054.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,0,0
IMG_5167 00055.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,90,0,0,0,0,0
IMG_5168 00056.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,75,0,0,0,0,0
IMG_5169 00057.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,23,0,0,0,0,0,0,0,0,36,0,1,0,4,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,25,0,0,0,0,0
IMG_5171 00058.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,8,0,0,0,0,0,0,0,2,51,0,0,0,6,0,13,0,0,0,0,0,0,0,0,6,9,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5172 00059.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.96,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,69.58,0,0,0,0,0,0,11.76,0,0,0,0,0
IMG_5173 00060.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5174 00061.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,63,0,0,0,12,0,4,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5175 00062.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3.96,0,0,0,0,0,0,0,0,43.56,0,0,0,1.98,0,0,0,0,0,0,0,0,3.96,0,10.89,0.99,0.99,0,0,0,2.97,0,0,3.96,0,1.98,0,0,0,0,12.87,0,9.9,0,0,0
IMG_5176 00063.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
IMG_5177 00064.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,6.72,0,0,0,4.8,0,0,0,0,0.96,0,0.96,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,0,2.88,0,0,0,0,54.72,0,0,0,0,0
IMG_5178 00065.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,36,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0
IMG_5179 00066.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,0,0,0,0,0,52,0,0,0,7,0,5,0,0,0,0,0,0,0,0,11,13,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5180 00067.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,78,0,1,0,0,0,0,7,0,0,0,0,0
IMG_5181 00068.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,6.86,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,74.48,0,2.94,0,0,0,0,9.8,0,0,0,0,0
IMG_5182 00069.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,63,0,0,0,4,0,5,0,1,0,0,0,0,0,0,4,14,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5183 00070.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,8,2,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,3,0,0,0,0,65,0,0,0,0,0
IMG_5184 00071.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),horizontal,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,89,0,0,0,0,0
IMG_5186 00072.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,5,0,0,0,0,0,0,0,0,45,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,36,0,0,0,0,0
IMG_5187 00073.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),overhang,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,42,0,0,0,10,0,24,0,0,0,0,0,0,0,0,7,10,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5188 00074.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,11.52,0,10.56,0,0.96,0,0,0,0,0,0,0,0,0,0,0,8.64,0,0,0,0,0,0,0,51.84,0,0,0,0,0,0,8.64,0,0,0,0,0
IMG_5191 00075.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,10,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0
IMG_5194 00076.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,28,0,2,0,4,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,9,0,2,0,0,0,0,40,0,2,0,0,0
IMG_5199 00077.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,10,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,44,0,0,0,0,0
IMG_5202 00078.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,6,33,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,2,9,0,2,0,0,0,0,24,0,0,0,0,0
IMG_5205 00079.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),cavefloor,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,65,0,1,0,0,0,0,8,0,0,0,0,0
IMG_5207 00080.jpg,11/03/2019,GolfoNuevo,Pardelas,Middle_East(WE),vertical,no,45,-42.624056,-64.260222,medium,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2.97,0,0,0,0,0,0,0,0,20.79,0,10.89,0,6.93,0,0,0,0,0,0,0,0,0,0,1.98,3.96,0,0,0,0,0.99,0,0,2.97,0,2.97,0,0,0,0,41.58,0,1.98,0,0,0
IMG_5225 00081.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.04,2.76,0,0,0,0,17.48,23,0,0,0,0,0
IMG_5226 00082.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0.97,0,0,0,0,0,0.97,0,0,0,0,0,0,0,24.25,13.58,0.97,0,0,0,7.76,41.71,0,0,0,0,0
IMG_5227 00083.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,2.91,0,0,0,19.4,67.9,0,0,0,0,0
IMG_5228 00084.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,1.9,0.95,0,0,0,21.85,61.75,0,0,0,0,0
IMG_5229 00085.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,40.74,0,0,0,4.85,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.89,7.76,1.94,0,0,0,1.94,0,0,0,0,0,0
IMG_5230 00086.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,85.14,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0
IMG_5231 00087.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,7,0,0,0,3,47,0,0,6,0,0
IMG_5232 00088.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.99,0,0,0,0,0,0,0,0,0,0.99,0,1.98,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0.99,6.93,0,0,0,0.99,42.57,0,0,0,0,0
IMG_5233 00089.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,85.36,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0.97,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5234 00090.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0
IMG_5235 00091.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.98,0.98,0,0,44.1,47.04,0,0.98,0,0,0
IMG_5236 00092.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,1.96,0.98,0,0,0,35.28,49.98,0,0,2.94,0,0
IMG_5237 00093.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,40.32,0,0,0,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,2.88,0,13.44,0,0,0,10.56,15.36,0,0,0,0,0
IMG_5238 00094.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,2,0,0,2,0,0
IMG_5239 00095.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.24,0,3.96,1.98,0,0,8.91,3.96,0,0,0,0,0
IMG_5240 00096.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.48,0,4.8,0,0,0,5.76,9.6,0,0,9.6,0,0
IMG_5241 00097.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2.94,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,5.88,0,2.94,0,0,0,0,0,0,0,0,0,0
IMG_5242 00098.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,29.4,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,5.88,0,0,0,17.64,34.3,0,0,0,0,0
IMG_5243 00099.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2.94,1.96,0,0,0,31.36,46.06,0,0,0,0,0
IMG_5244 00100.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,15.68,0,0,0,33.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.44,2.94,0,0,0,0,6.86,9.8,0,0,0,0,0
IMG_5245 00101.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0.99,0,0,0,0,0,0,0,0,43.56,0,0,0,1.98,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,45.54,0,0,0,0,0
IMG_5246 00102.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,7.84,0,0,0,0,0,0,0,0,77.42,0,0,0,1.96,0.98,0.98,0.98,0,0,0,0,0,0,0,3.92,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5247 00103.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.16,0,4.8,0,0,0,0,13.44,0,0,0,0,0
IMG_5248 00104.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.96,1.92,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,6.72,50.88,0,21.12,0,0,0,0.96,6.72,0,0,0,0,0
IMG_5249 00105.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,8.82,0,0,0,0,0,0,0,0,70.56,0,0,0,2.94,0,0.98,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0
IMG_5251 00106.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,12,0,0,0,0,0,0,0,28,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,45,0,0,0,0,0
IMG_5252 00107.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,4.95,0,0,0,0,41.58,43.56,0,0,0,0,0
IMG_5253 00108.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,3.8,3.8,0,0,0,0,18.05,60.8,0,0,0,0,0
IMG_5254 00109.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,57,0,0,0,0,0
IMG_5255 00110.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,3,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5256 00111.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.41,0,1.98,1.98,0,0,2.97,29.7,0,0,2.97,0,0
