Name,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,Ascidiella aspersa,Aulacomya atra,Anthothoe chilensis,Aplidium sp.,Austromegabalanus psittacus,Asterocarpa humilis,Corella eumyota,Aequipecten tehuelchus,Magellania venosa,Bryozoan,Corynactis carnea,Ciona intestinalis,Colonial tunicate,Ciona robusta,Rock boring bivalves,Diplosoma listerianum,Halcurias sp.,Hydrozoan,Lissoclinum fragile,Metridium senile,Myxicola,Paramolgula gregaria,Parabunodactis imperfecta,Clathria sp.,Cliona sp.,Sponge: Encrusting,Sponge: Masive,Sponge: Repent,Darwinella cf. rosacea,Tripalea clavaria,Terebellidae,Sponge: Tubular,Worms: Polychaetes: Tube worms,Sponge: massive violet,Bare Substrate,brown encrusting algae,Crustose coralline algae,Codium vermilara/fragile,Corallina officinalis (substratum),Colpomenia sinuosa,Dictyota dichotoma,Macroalgae: Filamentous,Lomentaria clavellosa,Hymenena/Phycodrys ,Ulva sp.,Juvenile Undaria pinnatifida,Sponge: Calcareous
IMG_5257 00112.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,72.52,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,13.72,0,0.98,0,0,0,0,0,0,0,0,0,0
IMG_5258 00113.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2.85,0,0,0,0,0,0,0,0,39.9,0,0,0,7.6,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,5.7,0,0,0,0,0,18.05,0,0,0,0,0
IMG_5259 00114.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1.94,0,0,0,0,0.97,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,9.7,0,0,0,0,20.37,53.35,0,0,0,0,0
IMG_5261 00115.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,6.79,0,0,0,0,0,0,0,0,35.89,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,6.79,0,0,0,0,0,30.07,0,0.97,0,0,0
IMG_5262 00116.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,77.22,0,0,0,0.99,0,1.98,4.95,0,0,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5263 00117.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.99,0,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,71.28,0,5.94,0,0,0,0,2.97,0,0,0,0,0
IMG_5264 00118.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.08,0,0,1.98,0,0,0,1.98,0,0,0,0,0
IMG_5265 00119.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,45,0,0,0,0,0
IMG_5266 00120.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,10,2,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,4,59,0,0,0,0,0
IMG_5267 00121.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.31,26.19,0,0,0,0,4.85,35.89,0,0,0,0,0
IMG_5268 00122.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0.96,0,0,0,0,0,0,0,0,27.84,0,0,0,0,0,0,0,0,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0.96,0,0,0,1.92,42.24,0,0,0,0,0
IMG_5269 00123.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,86.13,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0.99,0,6.93,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5270 00124.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1.98,0,0,0,0,0,0,1.98,0,0,0,0,0,0.99,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,80.19,0,5.94,0,0,0,4.95,0.99,0,0,0,0,0
IMG_5271 00125.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0.91,0,0,0,0,0,0,0,0,1.82,0,1.82,0,0.91,0,0,0,1.82,0,0,0,0,0,0,0.91,0,0,0,0,2.73,0,0,0,60.06,0,3.64,0,0,0,0,8.19,0,0,0,0,0
IMG_5272 00126.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,82,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5273 00127.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16,10.56,1.92,0,0,0,4.8,50.88,0,0,0,0,0
IMG_5274 00128.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,45.59,0,0,0,0,0,15.52,0,0,0.97,0,0
IMG_5276 00129.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,26.19,0,0,0,0,11.64,35.89,0,0,0,0,0
IMG_5277 00130.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,97.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5278 00131.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,53.2,8.55,2.85,0,0,0,0,5.7,0,0,11.4,0,0
IMG_5279 00132.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,89.18,4.9,0,0,0,0,0,0.98,0,0,0,0,0
IMG_5280 00133.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,91.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5282 00134.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,36,53,0,0,0,0,0
IMG_5283 00135.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1.98,0,0,0,0,0,0,0,0,0,0.99,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,2.97,0,0,0,0,22.77,59.4,0,0,0,0,0
IMG_5284 00136.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,4,0,0,0,0,0,0,0,0,48,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,35,0,0,0,0,0
IMG_5285 00137.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,6.93,0,0.99,0,0,0,0,0,0,0,0,0,0
IMG_5286 00138.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,81,0,7,0,0,0,0,0,0,0,0,0,0
IMG_5287 00139.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.94,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,68.62,0,5.64,0,0,0,0,1.88,0,0,0,0,0
IMG_5288 00140.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,92.07,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0.99,0,0,0,0,0
IMG_5290 00141.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1.94,0,0,0,0,0,0,0,0,4.85,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,2.91,0,0,0,0,25.22,52.38,0,0,0,0,0
IMG_5291 00142.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,1,0,0,0,12,55,0,0,0,0,0
IMG_5292 00143.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,33.66,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1.98,0,0,0,0,10.89,49.5,0,0,0,0,0
IMG_5293 00144.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,91,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0
IMG_5294 00145.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.14,0,0,1.94,0,0,15.52,14.55,0,0,0,0,0
IMG_5295 00146.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,71.44,0,0,0,0,0,0,7.52,0,0,0,0,0
IMG_5296 00147.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,92,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
IMG_5297 00148.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.94,0,0,0,0,0,0,0,0,0,7.52,0,0.94,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,21.62,0,0,0,0,6.58,29.14,0,0,0,0,0
IMG_5298 00149.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91,2.97,0,0,0,0,15.84,69.3,0,0,0,0,0
IMG_5299 00150.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,4.8,0,0,0,0,5.76,68.16,0,0,0,0,0
IMG_5301 00151.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,19,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,62,0,0,0,0,0
IMG_5302 00152.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
IMG_5304 00153.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.86,0,1.86,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,65.1,0,2.79,0,0,0,0,13.02,0,0,0,0,0
IMG_5305 00154.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.98,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,10.78,66.64,0,1.96,0.98,0,0,0,8.82,0,0,0,0,0
IMG_5306 00155.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5307 00156.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,1,0,0,0,0,23,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,0,0,0,0,0
IMG_5311 00157.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,8,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5312 00158.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0.96,0,0.96,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,65.28,0,2.88,3.84,0,0,7.68,1.92,0,0,0,0.96,0
IMG_5314 00159.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,26.73,0,0,0,0,0,0,0,0,27.72,0,0,0,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,34.65,0,0,0,0,0
IMG_5329 00160.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,20,0,0,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,1,26,2,0,6,0,0
IMG_5331 00161.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,2.94,21.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,21.56,0,6.86,0,0,0,2.94,33.32,0,0.98,0,0,0
IMG_5332 00162.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,27,1,11,0,0,0,0,52,0,0,0,0,0
IMG_5334 00163.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.71,0,12.87,0,0,0,1.98,44.55,0,0,0.99,0,0
IMG_5335 00164.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,44.1,0,0,0,1.96,0,0,0,0,0,0,0,0,0,16.66,0.98,9.8,4.9,1.96,0,0,1.96,0,0,0,0,0.98,0,0,0,0,12.74,0,0,0,0,0
IMG_5337 00165.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0.98,0,0,0,0,0,0,0,0,37.24,0,1.96,0,6.86,0,1.96,0,0,0,0,0,0,0,0,17.64,11.76,2.94,3.92,0,0,0,0.98,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5338 00166.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1.98,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.19,0,1.98,0,0,0,0,0,0,10.89,0,0,0
IMG_5339 00167.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3.96,0,0,0,0,0,0,0,0,53.46,0,8.91,0,8.91,0,4.95,0,0,0,0,0,0,0,0,8.91,2.97,0,0.99,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5340 00168.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0.99,0,0,0,0,0,19.8,0,4.95,0,11.88,0,0,0,3.96,0,0,0,0,0,0,2.97,0,0,2.97,0,0,0.99,0,0,17.82,0,5.94,0,0,0,0.99,23.76,0,0.99,0,0,0
IMG_5341 00169.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,0,7,0,0,0,5,35,0,0,0,0,0
