Name,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,Pseudechinus magellanicus,Tegula patagonica ,Leucippa pentagona,Arbacia dufresnii,Patagonotothen,Ribeiroclinus eigenmanni,Helcogrammoides cunninghami,Pachycheles chubutensis,Doris fontainii,Diaulula punctuolata,Allostichaster capensis,Polycera marplatensis,Fissurellidea patagonica,Fissurella radiosa tixierae,Phrikoceros mopsus,Cosmasterias lurida,Sebastes oculatus,Trapania sp.,Cycethra verrucosa,Pleurobranchaea maculata,Ophioplocus januarii,Odontaster penicillatus,Calliostoma,Heterobranchia
IMG_5286 00138.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5287 00139.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IMG_5288 00140.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5290 00141.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5291 00142.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5292 00143.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5293 00144.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5294 00145.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5295 00146.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5296 00147.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5297 00148.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_5298 00149.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5299 00150.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,horizontal,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5301 00151.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5302 00152.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5304 00153.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5305 00154.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5306 00155.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5307 00156.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5311 00157.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,overhang,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5312 00158.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,cavefloor,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5314 00159.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5329 00160.jpg,11/03/2019,GolfoNuevo,Pardelas,Shallow_West,vertical,no,45,-42.620258,-64.256885,shallow,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5331 00161.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_5332 00162.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5334 00163.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5335 00164.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5337 00165.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5338 00166.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5339 00167.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5340 00168.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5341 00169.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5342 00170.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5344 00171.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5345 00172.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5346 00173.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5347 00174.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5349 00175.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5350 00176.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5351 00177.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_5352 00178.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5353 00179.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMG_5354 00180.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IMG_5355 00181.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5356 00182.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5357 00183.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5358 00184.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5359 00185.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5360 00186.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5361 00187.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5362 00188.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5363 00189.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5365 00190.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5366 00191.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5367 00192.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5368 00193.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5369 00194.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IMG_5370 00195.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5371 00196.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5373 00197.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5374 00198.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5375 00199.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5376 00200.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5377 00201.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5378 00202.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5379 00203.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5381 00204.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5382 00205.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5383 00206.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5384 00207.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5385 00208.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5386 00209.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IMG_5387 00210.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5388 00211.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5389 00212.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5390 00213.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,horizontal,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5391 00214.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5392 00215.jpg,11/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
