Name,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
IMG_0001_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620014,-64.257831,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0002_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620017,-64.257842,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0003_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620025,-64.257867,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0004_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620033,-64.257875,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0005_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620039,-64.257894,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0006_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620044,-64.257917,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0007_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620044,-64.257928,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0008_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620042,-64.257931,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0009_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620042,-64.257933,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0010_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,overhang,no,45,-42.620042,-64.257936,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,yes,Capitulo 3
IMG_0011_C2.jpg,2019-09-06,Golfo Nuevo,Bahia Piramides,Shallow_West,vertical,no,45,-42.620044,-64.257933,shallow,Canon EOS REBEL SL1,Gonzalo Bravo,good,two,25x25cm,AI,Capitulo 3
